,date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
1593,2016-05-12,2016,05,12,55.2,45.5,1020.0,9.4,4.4,8.9,999.9,68.0,42.1,0.0,999.9,0
1594,2016-05-13,2016,05,13,55.5,51.7,1014.8,6.6,8.3,14.0,999.9,68.0,42.1,0.0,999.9,1
1595,2016-05-14,2016,05,14,59.4,54.0,1006.2,6.9,8.1,12.0,999.9,70.0,45.0,0.1,999.9,1
1596,2016-05-15,2016,05,15,55.7,46.4,1004.0,8.9,16.3,24.1,35.9,70.0,52.0,0.09,999.9,0
1597,2016-05-16,2016,05,16,50.8,31.4,1012.1,10.0,19.8,28.9,36.9,60.1,46.0,0.0,999.9,0
1598,2016-05-17,2016,05,17,55.0,44.5,1019.8,10.0,11.9,18.1,24.1,63.0,46.0,0.0,999.9,0
1599,2016-05-18,2016,05,18,55.5,45.2,1019.6,10.0,11.0,21.0,27.0,63.0,48.0,0.06,999.9,0
1600,2016-05-19,2016,05,19,53.9,44.5,1019.1,10.0,6.7,12.0,15.0,63.0,45.0,0.05,999.9,0
1601,2016-05-20,2016,05,20,56.4,47.9,1021.7,10.0,6.6,12.0,999.9,70.0,46.0,0.0,999.9,0
1602,2016-05-21,2016,05,21,55.7,48.8,1021.0,9.7,6.5,9.9,999.9,70.0,46.0,0.0,999.9,0
1603,2016-05-22,2016,05,22,56.3,52.2,1009.8,9.0,14.2,21.0,28.9,62.1,46.9,0.07,999.9,0
1604,2016-05-23,2016,05,23,59.4,50.3,1011.9,10.0,9.6,15.9,999.9,72.0,52.0,0.03,999.9,0
1605,2016-05-24,2016,05,24,54.6,52.0,1011.7,4.4,10.7,15.9,18.1,72.0,51.1,0.0,999.9,1
1606,2016-05-25,2016,05,25,57.9,53.4,1015.7,7.7,8.7,14.0,999.9,64.0,51.1,0.01,999.9,0
1607,2016-05-26,2016,05,26,65.7,53.9,1018.1,9.7,7.7,15.0,21.0,78.1,54.0,0.0,999.9,0
1608,2016-05-27,2016,05,27,60.0,55.8,1020.0,6.5,8.2,12.0,999.9,78.1,55.9,0.0,999.9,1
1609,2016-05-28,2016,05,28,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68.0,55.9,0.0,999.9,0
1610,2016-05-29,2016,05,29,64.6,58.2,1021.1,10.0,7.7,13.0,999.9,75.0,59.0,0.0,999.9,0
1611,2016-05-30,2016,05,30,62.4,60.5,1017.0,2.0,9.0,17.1,22.0,75.0,59.0,0.01,999.9,1
1612,2016-05-31,2016,05,31,62.8,60.6,1014.4,4.9,10.1,19.0,24.1,70.0,60.1,0.03,999.9,1
1613,2016-06-01,2016,06,01,64.0,56.4,1018.2,7.6,9.1,15.9,22.0,73.0,57.0,0.05,999.9,1
1614,2016-06-02,2016,06,02,55.7,53.5,1021.8,6.8,9.3,13.0,15.0,73.0,52.0,0.01,999.9,1
1615,2016-06-03,2016,06,03,58.4,55.9,1018.3,7.8,6.7,9.9,999.9,64.4,55.0,0.0,999.9,0
1616,2016-06-04,2016,06,04,60.2,58.0,1015.6,4.2,5.3,9.9,999.9,73.9,54.0,0.0,999.9,1
1617,2016-06-05,2016,06,05,58.4,56.9,1012.4,3.4,10.3,19.0,26.0,73.9,54.0,0.0,999.9,1
1618,2016-06-06,2016,06,06,62.9,61.1,1004.2,3.9,12.3,22.0,32.1,69.1,55.0,1.79,999.9,1
1619,2016-06-07,2016,06,07,61.2,59.8,1002.7,3.8,8.7,14.0,999.9,69.1,59.0,0.0,999.9,1
1620,2016-06-08,2016,06,08,61.7,55.2,998.6,8.4,12.6,22.0,28.0,66.9,57.9,0.0,999.9,1
1621,2016-06-09,2016,06,09,59.9,46.7,1003.8,10.0,16.7,22.0,32.1,68.0,54.0,0.01,999.9,0
1622,2016-06-10,2016,06,10,59.2,45.1,1011.3,10.0,10.6,17.1,22.9,68.0,53.1,0.0,999.9,0
1623,2016-06-11,2016,06,11,58.1,53.3,1014.9,9.8,9.6,17.1,20.0,64.0,53.1,0.0,999.9,0
1624,2016-06-12,2016,06,12,66.0,56.0,1001.7,7.3,12.5,19.0,31.1,81.0,55.0,0.06,999.9,0
1625,2016-06-13,2016,06,13,61.5,47.2,1004.4,10.0,13.3,22.0,28.0,81.0,54.0,0.0,999.9,0
1626,2016-06-14,2016,06,14,62.2,50.0,1008.3,10.0,12.9,18.1,26.0,72.0,54.0,0.0,999.9,0
1627,2016-06-15,2016,06,15,63.7,55.0,1011.7,10.0,8.9,14.0,999.9,73.9,55.0,0.0,999.9,0
1628,2016-06-16,2016,06,16,65.2,56.3,1009.1,10.0,6.6,14.0,21.0,73.9,55.0,0.0,999.9,0
1629,2016-06-17,2016,06,17,63.0,51.5,1012.4,10.0,7.4,12.0,999.9,73.0,55.9,0.0,999.9,0
1630,2016-06-18,2016,06,18,62.6,53.5,1021.7,10.0,7.3,11.1,999.9,73.0,53.1,0.0,999.9,0
1631,2016-06-19,2016,06,19,59.9,51.5,1027.6,10.0,9.8,14.0,999.9,73.0,53.1,0.0,999.9,0
1632,2016-06-20,2016,06,20,61.4,55.9,1022.8,10.0,8.6,12.0,999.9,66.9,54.0,0.0,999.9,0
1633,2016-06-21,2016,06,21,63.6,59.9,1010.5,7.4,12.2,17.1,27.0,69.1,57.0,0.13,999.9,0
1634,2016-06-22,2016,06,22,65.6,60.2,1009.3,7.2,7.9,15.9,21.0,71.1,55.9,0.09,999.9,0
1635,2016-06-23,2016,06,23,63.0,59.4,1012.3,8.3,7.0,11.1,999.9,71.1,55.9,0.0,999.9,1
1636,2016-06-24,2016,06,24,65.3,56.6,1015.9,8.8,7.8,15.0,999.9,75.0,57.0,0.0,999.9,0
1637,2016-06-25,2016,06,25,62.1,52.1,1021.7,10.0,8.0,12.0,18.1,75.0,53.1,0.0,999.9,0
1638,2016-06-26,2016,06,26,60.8,49.4,1023.3,10.0,5.7,8.9,999.9,71.1,50.0,0.0,999.9,0
1639,2016-06-27,2016,06,27,64.3,58.3,1020.6,10.0,9.3,14.0,999.9,71.1,50.0,0.0,999.9,0
1640,2016-06-28,2016,06,28,66.1,64.0,1017.2,7.5,8.1,11.1,999.9,71.1,60.1,0.0,999.9,1
1641,2016-06-29,2016,06,29,67.2,64.8,1012.9,7.2,7.5,12.0,999.9,72.0,64.0,0.0,999.9,1
1642,2016-06-30,2016,06,30,68.9,63.6,1014.4,5.9,6.4,9.9,999.9,77.0,63.0,0.0,999.9,1
1643,2016-07-01,2016,07,01,66.9,63.6,1017.1,7.8,8.7,17.1,999.9,77.0,61.0,0.0,999.9,1
1644,2016-07-02,2016,07,02,69.4,62.8,1011.9,7.2,11.8,22.0,33.0,75.9,61.0,0.76,999.9,1
1645,2016-07-03,2016,07,03,67.2,58.0,1017.1,10.0,9.6,14.0,999.9,75.9,55.9,0.0,999.9,0
1646,2016-07-04,2016,07,04,68.4,62.6,1017.2,9.9,11.7,15.0,999.9,75.9,55.9,0.0,999.9,0
1647,2016-07-05,2016,07,05,67.1,65.3,1009.7,6.2,9.2,15.0,999.9,75.9,64.0,0.62,999.9,1
1648,2016-07-06,2016,07,06,71.8,65.3,1009.9,8.6,6.5,13.0,999.9,81.0,64.0,1.5,999.9,1
1649,2016-07-07,2016,07,07,68.7,66.7,1010.4,4.1,5.9,8.9,999.9,81.0,64.0,0.0,999.9,1
1650,2016-07-08,2016,07,08,65.7,64.2,1009.2,3.2,10.0,21.0,27.0,70.0,60.8,0.32,999.9,1
1651,2016-07-09,2016,07,09,61.7,58.6,1011.6,6.5,10.8,13.0,999.9,70.0,59.0,0.62,999.9,0
1652,2016-07-10,2016,07,10,63.0,60.1,1010.6,6.8,7.7,11.1,999.9,70.0,59.0,0.1,999.9,1
1653,2016-07-11,2016,07,11,63.1,58.4,1016.8,9.9,4.9,7.0,999.9,70.0,55.0,0.01,999.9,0
1654,2016-07-12,2016,07,12,66.7,61.2,1019.1,10.0,7.3,13.0,999.9,78.1,55.0,0.0,999.9,0
1655,2016-07-13,2016,07,13,67.2,63.3,1019.3,10.0,9.2,14.0,999.9,78.1,57.9,0.0,999.9,0
1656,2016-07-14,2016,07,14,69.1,65.9,1016.0,9.3,10.9,18.1,22.0,75.0,64.0,0.0,999.9,0
1657,2016-07-15,2016,07,15,70.7,67.9,1011.3,5.2,9.6,14.0,21.0,75.0,66.0,0.0,999.9,1
1658,2016-07-16,2016,07,16,73.5,67.3,1015.4,7.0,6.4,9.9,999.9,84.9,66.9,0.0,999.9,0
1659,2016-07-17,2016,07,17,70.6,68.7,1019.1,4.1,6.6,11.1,999.9,84.9,66.9,0.0,999.9,1
1660,2016-07-18,2016,07,18,71.1,69.0,1018.1,4.1,10.1,15.9,24.1,75.9,66.0,0.0,999.9,1
1661,2016-07-19,2016,07,19,73.8,65.7,1015.8,8.3,10.1,15.0,25.1,81.0,66.9,0.0,999.9,0
1662,2016-07-20,2016,07,20,68.3,55.6,1020.9,10.0,6.9,13.0,999.9,81.0,60.1,0.0,999.9,0
1663,2016-07-21,2016,07,21,70.4,63.4,1020.2,10.0,7.4,12.0,999.9,80.1,60.1,0.0,999.9,0
1664,2016-07-22,2016,07,22,72.4,68.4,1014.3,9.0,13.5,18.1,24.1,80.1,61.0,0.0,999.9,0
1665,2016-07-23,2016,07,23,74.3,68.6,1008.6,7.3,12.0,21.0,29.9,82.0,68.0,1.03,999.9,0
1666,2016-07-24,2016,07,24,73.2,63.2,1012.8,10.0,8.7,21.0,25.1,82.0,64.9,0.0,999.9,0
1667,2016-07-25,2016,07,25,71.5,68.8,1014.0,9.9,8.7,14.0,999.9,80.1,64.9,0.0,999.9,0
1668,2016-07-26,2016,07,26,75.3,69.3,1009.6,9.0,12.1,15.9,22.9,82.0,68.0,0.0,999.9,0
1669,2016-07-27,2016,07,27,75.4,66.3,1012.4,10.0,7.0,9.9,999.9,82.0,70.0,0.0,999.9,0
1670,2016-07-28,2016,07,28,72.2,69.0,1013.1,9.7,7.2,11.1,999.9,81.0,68.0,0.0,999.9,0
1671,2016-07-29,2016,07,29,70.8,68.3,1011.1,6.0,5.8,14.0,999.9,78.1,66.9,0.0,999.9,1
1672,2016-07-30,2016,07,30,70.8,66.9,1015.0,9.0,5.3,9.9,999.9,78.1,64.9,0.81,999.9,0
1673,2016-07-31,2016,07,31,67.5,64.8,1018.4,6.7,6.8,11.1,999.9,72.0,64.4,0.0,999.9,1
1674,2016-08-01,2016,08,01,68.2,62.4,1018.3,9.3,9.2,14.0,999.9,75.0,64.0,0.55,999.9,0
1675,2016-08-02,2016,08,02,66.9,61.9,1018.6,9.7,8.4,14.0,999.9,75.0,61.0,0.11,999.9,0
1676,2016-08-03,2016,08,03,67.4,60.0,1020.7,10.0,7.7,14.0,999.9,73.9,61.0,0.0,999.9,0
1677,2016-08-04,2016,08,04,64.2,57.8,1021.4,10.0,4.6,9.9,999.9,73.9,55.9,0.0,999.9,0
1678,2016-08-05,2016,08,05,65.3,60.4,1017.2,9.3,5.0,9.9,999.9,73.9,55.0,0.0,999.9,1
1679,2016-08-06,2016,08,06,71.3,67.5,1009.4,9.8,10.7,15.0,999.9,75.9,55.0,0.0,999.9,0
1680,2016-08-07,2016,08,07,74.2,65.0,1009.0,8.1,9.9,13.0,999.9,82.0,66.9,0.0,999.9,1
1681,2016-08-08,2016,08,08,71.3,61.3,1015.4,10.0,6.3,9.9,999.9,82.0,62.1,0.0,999.9,0
1682,2016-08-09,2016,08,09,71.5,64.7,1021.5,10.0,6.6,8.9,27.0,80.1,62.1,0.0,999.9,0
1683,2016-08-10,2016,08,10,70.6,67.2,1023.2,9.9,8.6,14.0,999.9,80.1,64.0,0.0,999.9,0
1684,2016-08-11,2016,08,11,73.6,71.8,1018.5,4.7,11.1,15.9,999.9,79.0,66.9,0.05,999.9,1
1685,2016-08-12,2016,08,12,74.3,72.2,1012.8,4.5,12.3,18.1,24.1,79.0,71.1,0.0,999.9,1
1686,2016-08-13,2016,08,13,75.9,73.3,1012.7,5.4,9.2,14.0,999.9,82.9,71.1,0.0,999.9,1
1687,2016-08-14,2016,08,14,75.3,73.3,1013.5,4.6,9.9,15.0,19.0,80.1,69.8,0.01,999.9,1
1688,2016-08-15,2016,08,15,77.5,69.4,1017.9,8.8,8.5,14.0,19.0,84.0,70.0,0.0,999.9,0
1689,2016-08-16,2016,08,16,73.1,69.0,1022.3,10.0,7.9,12.0,999.9,84.0,66.9,0.0,999.9,0
1690,2016-08-17,2016,08,17,76.5,70.0,1014.4,8.4,14.7,21.0,28.0,82.0,70.0,0.0,999.9,0
1691,2016-08-18,2016,08,18,71.5,65.7,1015.5,9.9,6.1,12.0,999.9,82.0,64.9,0.0,999.9,0
1692,2016-08-19,2016,08,19,74.4,65.7,1013.3,10.0,8.2,14.0,999.9,81.0,64.9,0.0,999.9,0
1693,2016-08-20,2016,08,20,69.1,62.1,1015.2,10.0,8.5,13.0,999.9,81.0,63.0,0.0,999.9,0
1694,2016-08-21,2016,08,21,68.3,63.6,1014.5,9.6,9.0,13.0,999.9,75.9,63.0,0.0,999.9,0
1695,2016-08-22,2016,08,22,73.8,66.7,1011.0,6.7,10.4,15.0,19.0,81.0,63.0,0.47,999.9,1
1696,2016-08-23,2016,08,23,69.0,52.6,1023.1,10.0,10.4,18.1,26.0,81.0,64.0,0.01,999.9,0
1697,2016-08-24,2016,08,24,70.1,63.3,1024.3,10.0,8.5,12.0,999.9,77.0,63.0,0.0,999.9,0
1698,2016-08-25,2016,08,25,71.7,66.5,1020.5,10.0,10.4,14.0,999.9,77.0,63.0,0.0,999.9,0
1699,2016-08-26,2016,08,26,73.4,70.0,1016.1,9.7,10.1,12.0,999.9,79.0,68.0,0.0,999.9,0
1700,2016-08-27,2016,08,27,74.4,64.2,1020.3,7.7,8.3,14.0,999.9,81.0,66.9,0.0,999.9,1
1701,2016-08-28,2016,08,28,67.7,61.7,1024.1,8.7,5.8,12.0,999.9,81.0,57.9,0.0,999.9,1
1702,2016-08-29,2016,08,29,72.5,66.3,1019.0,9.8,9.5,15.9,22.0,82.9,57.9,0.0,999.9,0
1703,2016-08-30,2016,08,30,67.7,59.2,1020.0,10.0,6.1,8.9,999.9,82.9,59.0,0.0,999.9,0
1704,2016-08-31,2016,08,31,70.4,65.7,1016.0,10.0,9.1,12.0,999.9,75.9,59.0,0.0,999.9,0
1705,2016-09-01,2016,09,01,71.5,67.0,1011.2,9.7,6.8,8.9,999.9,77.0,66.9,0.0,999.9,0
1706,2016-09-02,2016,09,02,69.2,63.2,1015.1,9.4,9.9,18.1,21.0,77.0,62.1,0.05,999.9,0
1707,2016-09-03,2016,09,03,63.2,57.5,1022.0,10.0,5.7,9.9,999.9,75.0,55.9,0.0,999.9,0
1708,2016-09-04,2016,09,04,65.3,57.4,1022.0,10.0,12.7,21.0,28.9,73.0,55.9,0.0,999.9,0
1709,2016-09-05,2016,09,05,64.0,59.8,1017.8,7.0,23.8,34.0,49.0,73.0,59.0,0.0,999.9,0
1710,2016-09-06,2016,09,06,69.9,65.8,1014.3,7.9,15.2,22.0,31.1,75.9,62.1,1.25,999.9,0
1711,2016-09-07,2016,09,07,70.3,66.8,1016.3,8.4,13.1,18.1,26.0,77.0,64.9,0.01,999.9,0
1712,2016-09-08,2016,09,08,68.5,66.8,1012.0,6.3,9.0,13.0,999.9,77.0,66.0,0.01,999.9,1
1713,2016-09-09,2016,09,09,71.4,68.3,1011.2,5.9,10.3,13.0,999.9,79.0,66.0,0.16,999.9,1
1714,2016-09-10,2016,09,10,71.9,67.0,1016.5,6.7,7.0,14.0,999.9,79.0,68.0,0.0,999.9,1
1715,2016-09-11,2016,09,11,71.3,67.8,1015.3,6.4,11.9,19.0,24.1,78.1,64.9,0.0,999.9,1
1716,2016-09-12,2016,09,12,65.1,52.1,1021.9,10.0,7.9,15.9,999.9,78.1,55.9,0.0,999.9,0
1717,2016-09-13,2016,09,13,64.1,55.9,1023.0,10.0,8.9,13.0,999.9,71.1,55.9,0.0,999.9,0
1718,2016-09-14,2016,09,14,68.4,61.8,1018.3,10.0,12.4,17.1,22.9,73.9,57.9,0.0,999.9,0
1719,2016-09-15,2016,09,15,64.5,53.4,1022.0,10.0,14.4,22.9,29.9,73.9,53.1,0.0,999.9,0
1720,2016-09-16,2016,09,16,57.7,47.7,1026.5,10.0,6.4,9.9,15.0,66.9,48.0,0.0,999.9,0
1721,2016-09-17,2016,09,17,62.6,57.6,1024.5,9.7,6.0,12.0,999.9,73.0,48.0,0.0,999.9,0
1722,2016-09-18,2016,09,18,70.6,67.3,1019.6,9.3,11.1,14.0,999.9,75.0,66.9,0.0,999.9,0
1723,2016-09-19,2016,09,19,71.0,68.8,1018.7,7.6,8.1,14.0,20.0,75.0,68.0,0.0,999.9,0
1724,2016-09-20,2016,09,20,71.1,69.3,1019.3,8.7,5.6,11.1,999.9,75.0,66.0,0.22,999.9,0
1725,2016-09-21,2016,09,21,70.0,64.4,1020.2,5.3,6.4,12.0,999.9,77.0,62.1,0.07,999.9,1
1726,2016-09-22,2016,09,22,67.2,57.8,1020.9,10.0,3.7,7.0,999.9,79.0,57.9,0.0,999.9,0
1727,2016-09-23,2016,09,23,66.3,62.1,1016.5,9.5,5.8,12.0,999.9,79.0,55.9,0.0,999.9,1
1728,2016-09-24,2016,09,24,60.7,49.5,1017.5,10.0,12.7,18.1,24.1,75.9,50.0,0.07,999.9,0
1729,2016-09-25,2016,09,25,57.6,39.4,1018.8,10.0,10.8,17.1,24.1,66.0,48.0,0.0,999.9,0
1730,2016-09-26,2016,09,26,55.2,41.1,1021.6,10.0,5.3,8.9,999.9,64.9,44.1,0.0,999.9,0
1731,2016-09-27,2016,09,27,65.4,59.8,1015.4,7.1,11.0,17.1,24.1,66.9,60.1,0.01,999.9,0
1732,2016-09-28,2016,09,28,63.1,60.7,1018.8,5.7,11.3,21.0,27.0,66.2,60.1,1.0,999.9,0
1733,2016-09-29,2016,09,29,60.0,54.9,1027.1,9.3,17.8,21.0,28.9,64.9,57.9,0.01,999.9,0
1734,2016-09-30,2016,09,30,60.1,54.5,1028.7,7.8,15.6,20.0,28.9,63.0,57.9,0.01,999.9,0
1735,2016-10-01,2016,10,01,62.0,60.2,1021.1,1.7,14.0,19.0,28.0,64.9,59.0,1.63,999.9,1
1736,2016-10-02,2016,10,02,61.3,59.2,1017.8,4.4,9.0,12.0,999.9,64.9,59.0,1.22,999.9,1
1737,2016-10-03,2016,10,03,60.5,56.1,1016.2,9.9,4.4,9.9,999.9,66.0,57.0,0.0,999.9,0
1738,2016-10-04,2016,10,04,60.5,54.2,1023.5,9.7,12.4,20.0,27.0,66.0,55.9,0.01,999.9,0
1739,2016-10-05,2016,10,05,58.7,53.2,1026.1,10.0,12.9,17.1,20.0,62.1,55.4,0.0,999.9,0
1740,2016-10-06,2016,10,06,57.3,50.9,1025.6,10.0,5.8,8.9,999.9,66.0,48.9,0.0,999.9,0
1741,2016-10-07,2016,10,07,55.6,49.7,1025.3,6.9,2.7,8.0,999.9,70.0,44.1,0.0,999.9,1
1742,2016-10-08,2016,10,08,58.7,55.5,1020.5,8.5,7.7,14.0,999.9,70.0,44.1,0.0,999.9,1
1743,2016-10-09,2016,10,09,62.2,59.7,1013.8,6.4,13.8,36.9,48.0,69.1,46.9,0.0,999.9,0
1744,2016-10-10,2016,10,10,54.1,43.8,1016.8,8.0,24.8,36.9,49.0,57.0,51.8,3.76,999.9,0
1745,2016-10-11,2016,10,11,54.3,42.2,1029.0,10.0,10.1,15.0,20.0,60.1,46.9,0.03,999.9,0
1746,2016-10-12,2016,10,12,52.8,46.7,1028.3,10.0,5.2,8.9,999.9,63.0,42.1,0.0,999.9,0
1747,2016-10-13,2016,10,13,59.6,56.6,1020.1,9.9,7.3,11.1,999.9,66.9,42.1,0.0,999.9,0
1748,2016-10-14,2016,10,14,55.9,45.7,1022.4,10.0,14.2,21.0,27.0,66.9,48.0,0.0,999.9,0
1749,2016-10-15,2016,10,15,50.5,38.8,1029.1,10.0,6.2,9.9,999.9,60.1,41.0,0.0,999.9,0
1750,2016-10-16,2016,10,16,55.2,47.6,1023.1,10.0,9.3,19.0,999.9,66.0,39.9,0.0,999.9,0
1751,2016-10-17,2016,10,17,64.5,59.0,1013.4,8.4,10.0,17.1,999.9,72.0,60.1,0.0,999.9,0
1752,2016-10-18,2016,10,18,63.8,61.6,1014.1,4.6,6.8,14.0,999.9,73.9,59.0,0.0,999.9,1
1753,2016-10-19,2016,10,19,65.6,62.5,1013.9,6.4,11.2,15.0,999.9,71.1,59.0,0.0,999.9,0
1754,2016-10-20,2016,10,20,60.4,54.3,1021.3,9.1,10.5,19.0,24.1,71.1,52.0,0.0,999.9,1
1755,2016-10-21,2016,10,21,64.6,62.1,1010.7,6.0,12.9,18.1,24.1,70.0,52.0,0.01,999.9,1
1756,2016-10-22,2016,10,22,61.3,58.9,993.1,3.5,12.2,27.0,36.9,70.0,50.0,0.01,999.9,1
1757,2016-10-23,2016,10,23,53.7,35.4,1003.0,10.0,21.3,29.9,45.1,64.0,50.0,0.01,999.9,0
1758,2016-10-24,2016,10,24,57.5,41.6,1009.5,9.9,12.5,20.0,27.0,61.0,50.0,0.07,999.9,0
1759,2016-10-25,2016,10,25,49.1,29.5,1017.6,10.0,14.1,19.0,28.0,61.0,45.0,0.0,999.9,0
1760,2016-10-26,2016,10,26,44.7,28.1,1025.3,10.0,14.9,19.0,27.0,53.1,41.0,0.0,999.9,0
1761,2016-10-27,2016,10,27,46.5,36.4,1029.3,9.8,8.2,15.0,22.0,52.0,39.9,0.0,999.9,0
1762,2016-10-28,2016,10,28,51.8,46.3,1015.4,7.7,18.6,27.0,38.1,59.0,39.9,0.78,999.9,0
1763,2016-10-29,2016,10,29,51.0,44.8,1015.3,8.8,15.8,26.0,38.1,59.0,46.0,0.01,999.9,0
1764,2016-10-30,2016,10,30,61.1,52.4,1010.9,9.3,11.0,15.9,22.9,69.1,46.9,0.0,999.9,0
1765,2016-10-31,2016,10,31,48.3,41.9,1018.8,8.2,12.5,19.0,26.0,52.0,42.1,0.49,999.9,0
1766,2016-11-01,2016,11,01,46.2,37.1,1027.3,10.0,4.4,8.0,999.9,53.1,34.0,0.01,999.9,0
1767,2016-11-02,2016,11,02,55.9,49.9,1024.1,10.0,9.9,15.9,999.9,63.0,34.0,0.0,999.9,0
1768,2016-11-03,2016,11,03,58.8,56.2,1014.6,5.1,8.4,15.0,21.0,63.0,51.1,0.0,999.9,1
1769,2016-11-04,2016,11,04,53.6,44.3,1015.1,10.0,12.1,17.1,22.9,63.0,48.9,0.0,999.9,0
1770,2016-11-05,2016,11,05,47.8,33.6,1020.6,10.0,7.9,13.0,999.9,55.9,36.0,0.0,999.9,0
1771,2016-11-06,2016,11,06,49.9,42.3,1019.1,9.0,10.5,20.0,28.9,55.9,36.0,0.0,999.9,0
1772,2016-11-07,2016,11,07,47.4,36.7,1026.2,9.6,18.8,25.1,31.1,54.0,43.0,0.35,999.9,0
1773,2016-11-08,2016,11,08,47.2,38.2,1020.5,10.0,7.1,11.1,999.9,57.0,39.0,0.0,999.9,0
1774,2016-11-09,2016,11,09,51.6,46.1,1009.9,8.8,4.6,8.9,999.9,61.0,39.0,0.0,999.9,1
1775,2016-11-10,2016,11,10,49.4,40.5,1011.2,10.0,10.9,19.0,27.0,61.0,44.1,0.0,999.9,0
1776,2016-11-11,2016,11,11,54.9,41.0,1003.5,10.0,16.0,24.1,34.0,63.0,46.9,0.0,999.9,0
1777,2016-11-12,2016,11,12,42.1,25.4,1019.6,10.0,13.9,22.0,29.9,46.0,39.0,0.0,999.9,0
1778,2016-11-13,2016,11,13,51.3,36.2,1017.2,10.0,14.2,21.0,28.0,57.0,37.9,0.0,999.9,0
1779,2016-11-14,2016,11,14,54.4,44.6,1015.9,9.6,10.8,15.0,999.9,62.1,46.9,0.0,999.9,0
1780,2016-11-15,2016,11,15,54.8,50.1,1014.2,8.6,9.9,19.0,27.0,62.1,46.9,0.0,999.9,0
1781,2016-11-16,2016,11,16,54.4,49.5,1006.4,8.0,12.8,25.1,32.1,59.0,51.1,0.5,999.9,0
1782,2016-11-17,2016,11,17,48.6,43.0,1011.2,9.6,8.4,15.0,24.1,57.0,41.0,0.0,999.9,0
1783,2016-11-18,2016,11,18,50.9,44.1,1014.8,10.0,18.0,22.9,28.9,55.0,41.0,0.0,999.9,0
1784,2016-11-19,2016,11,19,50.1,47.2,1012.9,6.6,12.3,17.1,25.1,54.0,48.0,0.0,999.9,0
1785,2016-11-20,2016,11,20,47.0,42.3,996.0,5.5,14.4,27.0,36.9,50.0,41.0,0.13,999.9,1
1786,2016-11-21,2016,11,21,38.8,23.3,998.3,10.0,21.2,27.0,39.0,51.1,37.0,0.07,999.9,0
1787,2016-11-22,2016,11,22,37.7,21.4,1009.0,10.0,15.1,24.1,33.0,43.0,34.0,0.0,999.9,0
1788,2016-11-23,2016,11,23,37.1,23.3,1019.9,10.0,12.0,19.0,25.1,44.1,30.9,0.0,999.9,0
1789,2016-11-24,2016,11,24,42.2,34.3,1025.6,10.0,6.0,9.9,15.0,48.9,30.0,0.0,999.9,0
1790,2016-11-25,2016,11,25,48.6,43.1,1023.9,10.0,6.9,12.0,999.9,51.1,34.0,0.0,999.9,0
1791,2016-11-26,2016,11,26,47.0,45.0,1018.2,6.8,6.3,14.0,999.9,48.9,41.0,0.0,999.9,1
1792,2016-11-27,2016,11,27,43.4,34.6,1014.3,10.0,13.2,18.1,24.1,48.9,39.9,0.05,999.9,0
1793,2016-11-28,2016,11,28,39.5,26.7,1019.2,10.0,11.2,19.0,25.1,46.9,33.1,0.0,999.9,0
1794,2016-11-29,2016,11,29,43.8,38.5,1021.7,8.5,9.7,20.0,27.0,53.6,33.1,0.0,999.9,0
1795,2016-11-30,2016,11,30,52.9,51.3,1013.1,4.1,12.6,22.9,33.0,57.2,48.2,1.05,999.9,1
1796,2016-12-01,2016,12,01,53.4,49.7,1003.2,6.6,15.6,22.0,29.9,57.0,48.9,0.1,999.9,1
1797,2016-12-02,2016,12,02,46.4,32.8,1007.7,10.0,12.9,19.0,28.0,57.0,43.0,0.06,999.9,0
1798,2016-12-03,2016,12,03,43.8,28.3,1009.8,10.0,15.1,19.0,28.0,50.0,39.9,0.0,999.9,0
1799,2016-12-04,2016,12,04,38.2,24.3,1019.2,10.0,14.6,22.9,33.0,48.0,34.0,0.0,999.9,0
1800,2016-12-05,2016,12,05,37.9,30.9,1018.6,9.5,6.6,15.0,18.1,46.9,26.1,0.0,999.9,0
1801,2016-12-06,2016,12,06,41.7,31.3,1017.0,10.0,11.9,20.0,28.9,46.9,30.9,0.02,999.9,0
1802,2016-12-07,2016,12,07,42.8,37.1,1013.5,8.8,7.6,11.1,19.0,46.0,39.0,0.14,999.9,0
1803,2016-12-08,2016,12,08,42.7,35.1,1012.7,9.8,6.4,15.0,22.9,46.9,37.0,0.02,999.9,0
1804,2016-12-09,2016,12,09,36.6,19.2,1013.3,10.0,15.4,20.0,28.9,46.9,34.0,0.0,999.9,0
1805,2016-12-10,2016,12,10,28.2,9.9,1023.9,10.0,12.8,18.1,22.0,39.9,24.1,0.0,999.9,0
1806,2016-12-11,2016,12,11,29.9,13.3,1031.6,10.0,7.5,12.0,15.9,36.0,24.1,0.0,999.9,0
1807,2016-12-12,2016,12,12,43.6,40.4,1015.5,6.5,14.2,24.1,34.0,53.1,25.0,0.16,999.9,0
1808,2016-12-13,2016,12,13,39.7,26.9,1017.1,9.8,9.7,18.1,24.1,53.1,35.1,0.83,999.9,0
1809,2016-12-14,2016,12,14,41.2,31.1,1013.7,9.8,8.2,15.9,22.0,44.1,35.1,0.0,999.9,0
1810,2016-12-15,2016,12,15,29.8,14.0,1008.6,8.8,13.8,27.0,38.1,44.1,19.9,0.01,999.9,1
