date,weekday_num,temp,slp,wdsp,collisions
2014-06-07,6,65.6,1012.5,8.6,338.0
2014-06-08,0,64.9,1013.2,4.8,412.0
2014-06-09,1,61.2,1015.2,5.6,378.0
2014-06-10,2,63.8,1015.8,5.6,411.0
2014-06-11,3,61.2,1019.6,11.3,448.0
2014-06-12,4,61.0,1019.7,13.4,314.0
2014-06-13,5,61.7,1013.7,14.4,396.0
2014-06-14,6,66.5,1009.7,5.7,412.0
2014-06-15,0,66.1,1013.9,10.9,202.0
2014-06-16,1,65.2,1018.6,7.5,500.0
2014-06-17,2,62.5,1019.0,8.2,353.0
2014-06-18,3,71.6,1010.8,10.1,529.0
2014-06-19,4,67.3,1013.6,6.5,524.0
2014-06-20,5,64.6,1013.2,6.0,166.0
2014-06-21,6,59.9,1013.9,5.1,449.0
2014-06-22,0,63.2,1014.6,6.0,294.0
2014-06-23,1,62.1,1019.7,4.1,506.0
2014-06-24,2,60.0,1022.0,5.3,520.0
2014-06-25,3,66.8,1017.0,8.3,514.0
2014-06-26,4,66.7,1011.7,10.2,534.0
2014-06-27,5,63.9,1018.0,13.6,523.0
2014-06-28,6,62.2,1024.1,4.8,497.0
2014-06-29,0,64.7,1024.0,5.0,318.0
2014-06-30,1,67.3,1019.0,8.0,488.0
2014-07-01,2,68.6,1014.4,9.1,183.0
2014-07-02,3,69.0,1014.4,10.2,519.0
2014-07-03,4,69.1,1015.3,8.5,295.0
2014-07-04,5,69.9,1012.5,9.8,0.0
2014-07-05,6,67.0,1012.9,21.2,398.0
2014-07-06,0,68.2,1016.4,14.1,258.0
2014-07-07,1,68.6,1012.8,13.9,421.0
2014-07-08,2,69.5,1010.5,11.8,480.0
2014-07-09,3,69.4,1012.5,12.3,443.0
2014-07-10,4,69.4,1017.9,6.1,469.0
2014-07-11,5,69.1,1021.9,4.3,505.0
2014-07-12,6,65.7,1023.4,4.4,375.0
2014-07-13,0,68.7,1020.0,9.7,261.0
2014-07-14,1,69.7,1014.5,12.0,445.0
2014-07-15,2,71.4,1011.6,13.1,477.0
2014-07-16,3,70.4,1010.6,13.7,436.0
2014-07-17,4,70.4,1013.3,4.5,330.0
2014-07-18,5,69.6,1020.7,5.0,497.0
2014-07-19,6,65.0,1024.2,5.0,341.0
2014-07-20,0,65.2,1021.3,10.0,276.0
2014-07-21,1,65.9,1020.4,12.8,441.0
2014-07-22,2,67.1,1020.4,5.4,324.0
2014-07-23,3,69.2,1015.0,9.9,464.0
2014-07-24,4,69.6,1009.5,8.5,432.0
2014-07-25,5,67.4,1013.4,5.9,442.0
2014-07-26,6,66.9,1015.8,6.9,426.0
2014-07-27,0,68.6,1011.4,7.6,387.0
2014-07-28,1,69.4,1003.0,10.0,480.0
2014-07-29,2,68.9,1007.7,10.5,434.0
2014-07-30,3,67.3,1015.5,5.5,333.0
2014-07-31,4,67.7,1019.8,6.3,353.0
2014-08-01,5,67.5,1023.5,5.3,209.0
2014-08-02,6,64.3,1022.8,6.5,417.0
2014-08-03,0,66.4,1019.1,5.1,276.0
2014-08-04,1,68.2,1017.7,5.2,456.0
2014-08-05,2,69.2,1016.2,6.6,483.0
2014-08-06,3,70.1,1010.1,4.3,440.0
2014-08-07,4,69.3,1011.1,6.3,460.0
2014-08-08,5,66.3,1014.9,7.4,486.0
2014-08-09,6,70.4,1017.2,6.4,428.0
2014-08-10,0,69.1,1019.2,4.6,365.0
2014-08-11,1,66.3,1021.1,3.6,327.0
2014-08-12,2,67.2,1020.2,7.8,346.0
2014-08-13,3,66.6,1013.0,15.5,473.0
2014-08-14,4,67.8,1008.1,9.7,441.0
2014-08-15,5,66.8,1012.2,8.8,408.0
2014-08-16,6,66.3,1015.3,8.2,388.0
2014-08-17,0,68.3,1011.1,6.8,346.0
2014-08-18,1,67.9,1009.6,7.8,491.0
2014-08-19,2,63.9,1012.6,4.1,420.0
2014-08-20,3,63.8,1015.5,6.0,444.0
2014-08-21,4,67.1,1017.5,7.7,440.0
2014-08-22,5,63.9,1017.7,7.9,458.0
2014-08-23,6,65.6,1017.9,10.8,164.0
2014-08-24,0,63.9,1019.4,9.0,155.0
2014-08-25,1,63.3,1020.5,3.8,435.0
2014-08-26,2,63.0,1021.1,3.5,269.0
2014-08-27,3,67.5,1016.3,7.3,420.0
2014-08-28,4,71.0,1009.4,8.8,324.0
2014-08-29,5,67.2,1018.9,10.8,167.0
2014-08-30,6,60.1,1025.5,6.3,430.0
2014-08-31,0,69.1,1020.7,9.0,306.0
2014-09-01,1,71.5,1015.6,9.3,134.0
2014-09-02,2,71.1,1013.1,6.8,342.0
2014-09-03,3,74.0,1012.3,9.7,457.0
2014-09-04,4,69.4,1020.5,5.2,208.0
2014-09-05,5,70.3,1021.3,7.5,514.0
2014-09-06,6,72.0,1014.3,10.7,448.0
2014-09-07,0,70.1,1015.8,11.0,167.0
2014-09-08,1,63.6,1025.3,7.8,498.0
2014-09-09,2,64.6,1025.0,10.9,478.0
2014-09-10,3,66.2,1019.1,11.3,477.0
2014-09-11,4,64.4,1014.8,6.4,476.0
2014-09-12,5,67.1,1016.6,11.4,325.0
2014-09-13,6,59.9,1022.2,7.6,431.0
2014-09-14,0,62.2,1020.7,9.6,417.0
2014-09-15,1,57.5,1022.0,3.6,483.0
2014-09-16,2,61.2,1017.0,6.5,492.0
2014-09-17,3,61.9,1015.5,4.6,523.0
2014-09-18,4,61.1,1014.7,5.0,358.0
2014-09-19,5,57.2,1024.1,12.5,508.0
2014-09-20,6,57.0,1027.2,7.7,471.0
2014-09-21,0,66.1,1015.7,8.1,260.0
2014-09-22,1,67.9,1007.0,12.3,530.0
2014-09-23,2,59.0,1022.8,9.3,475.0
2014-09-24,3,58.9,1033.3,6.7,316.0
2014-09-25,4,59.7,1031.0,8.9,309.0
2014-09-26,5,63.1,1020.5,15.8,428.0
2014-09-27,6,63.5,1020.7,6.2,482.0
2014-09-28,0,63.3,1020.5,4.4,400.0
2014-09-29,1,65.9,1015.5,6.7,443.0
2014-09-30,2,63.3,1014.7,7.0,481.0
2014-10-01,3,62.4,1014.5,13.2,451.0
2014-10-02,4,59.9,1016.6,17.6,442.0
2014-10-03,5,58.5,1016.5,13.1,136.0
2014-10-04,6,59.4,1007.1,5.7,438.0
2014-10-05,0,59.6,1006.5,11.0,403.0
2014-10-06,1,55.7,1018.6,6.9,515.0
2014-10-07,2,63.0,1021.1,11.5,491.0
2014-10-08,3,65.2,1012.5,12.3,414.0
2014-10-09,4,60.8,1013.8,12.6,247.0
2014-10-10,5,59.0,1017.8,8.9,424.0
2014-10-11,6,52.9,1019.0,8.1,436.0
2014-10-12,0,53.3,1022.4,9.2,379.0
2014-10-13,1,50.9,1027.7,4.2,48.0
2014-10-14,2,63.2,1025.4,8.2,366.0
2014-10-15,3,64.9,1021.0,9.5,449.0
2014-10-16,4,65.0,1013.5,12.0,467.0
2014-10-17,5,63.2,1006.5,9.7,369.0
2014-10-18,6,62.7,1003.7,7.5,277.0
2014-10-19,0,56.0,1005.8,10.7,259.0
2014-10-20,1,49.0,1016.2,11.8,477.0
2014-10-21,2,57.7,1015.5,10.5,495.0
2014-10-22,3,57.0,1010.3,12.8,382.0
2014-10-23,4,59.5,1000.4,10.7,524.0
2014-10-24,5,54.3,1003.1,15.7,362.0
2014-10-25,6,54.7,1006.0,10.7,418.0
2014-10-26,0,57.6,999.7,13.1,312.0
2014-10-27,1,54.1,1010.0,12.0,505.0
2014-10-28,2,54.3,1017.5,6.1,459.0
2014-10-29,3,61.9,1013.1,9.8,446.0
2014-10-30,4,56.1,1012.9,8.9,364.0
2014-10-31,5,51.3,1014.8,7.9,549.0
2014-11-01,6,53.0,1009.0,18.8,308.0
2014-11-02,0,43.5,1001.3,32.8,433.0
2014-11-03,1,44.6,1012.6,18.9,488.0
2014-11-04,2,52.7,1019.4,6.9,364.0
2014-11-05,3,57.7,1018.3,11.1,439.0
2014-11-06,4,53.6,1015.8,5.6,527.0
2014-11-07,5,52.5,999.0,11.7,522.0
2014-11-08,6,43.9,1012.0,13.9,442.0
2014-11-09,0,53.2,1014.0,9.1,303.0
2014-11-10,1,48.2,1019.2,4.0,448.0
2014-11-11,2,51.0,1020.7,8.2,389.0
2014-11-12,3,56.5,1012.9,5.2,443.0
2014-11-13,4,49.8,1015.5,8.4,398.0
2014-11-14,5,43.7,1012.3,11.1,518.0
2014-11-15,6,37.0,1021.7,10.7,420.0
2014-11-16,0,38.1,1027.1,5.6,356.0
2014-11-17,1,52.1,1014.6,9.5,543.0
2014-11-18,2,48.9,1004.5,17.1,489.0
2014-11-19,3,33.6,1018.3,14.4,503.0
2014-11-20,4,45.7,1014.0,16.1,513.0
2014-11-21,5,36.8,1017.4,15.8,550.0
2014-11-22,6,37.1,1028.3,15.9,398.0
2014-11-23,0,52.6,1021.4,18.3,226.0
2014-11-24,1,54.8,1014.5,15.5,206.0
2014-11-25,2,56.7,1014.0,11.2,471.0
2014-11-26,3,48.0,1018.0,11.9,210.0
2014-11-27,4,41.8,1008.0,13.8,137.0
2014-11-28,5,37.0,1015.6,12.6,263.0
2014-11-29,6,30.9,1025.3,6.6,152.0
2014-11-30,0,46.1,1024.0,9.8,112.0
2014-12-01,1,53.2,1019.8,9.8,507.0
2014-12-02,2,42.5,1033.2,14.9,481.0
2014-12-03,3,51.2,1022.8,14.5,447.0
2014-12-04,4,43.1,1025.4,11.5,465.0
2014-12-05,5,39.3,1034.8,9.3,375.0
2014-12-06,6,48.9,1026.7,9.8,498.0
2014-12-07,0,41.9,1027.0,25.0,392.0
2014-12-08,1,35.4,1035.8,19.6,460.0
2014-12-09,2,48.7,1019.3,19.6,544.0
2014-12-10,3,47.9,999.6,8.6,445.0
2014-12-11,4,40.8,1003.0,19.3,552.0
2014-12-12,5,37.0,1010.7,8.2,392.0
2014-12-13,6,36.9,1009.8,9.8,476.0
2014-12-14,0,39.0,1008.6,10.9,357.0
2014-12-15,1,37.8,1014.5,5.8,204.0
2014-12-16,2,44.0,1019.7,4.2,519.0
2014-12-17,3,48.6,1009.7,8.8,447.0
2014-12-18,4,42.4,1008.0,14.1,499.0
2014-12-19,5,37.3,1012.9,9.6,531.0
2014-12-20,6,38.2,1020.7,8.3,409.0
2014-12-21,0,41.4,1024.2,7.1,343.0
2014-12-22,1,42.9,1026.3,7.5,457.0
2014-12-23,2,47.4,1022.0,11.1,147.0
2014-12-24,3,50.7,1015.7,10.2,427.0
2014-12-25,4,53.1,1005.9,15.1,36.0
2014-12-26,5,44.8,1018.9,10.4,339.0
2014-12-27,6,43.7,1021.8,7.4,337.0
2014-12-28,0,47.0,1014.0,10.7,0.0
2014-12-29,1,41.2,1017.9,8.4,299.0
2014-12-30,2,32.1,1024.3,11.9,383.0
2014-12-31,3,26.9,1025.3,7.5,379.0
2015-01-01,4,31.8,1018.6,13.6,209.0
2015-01-02,5,40.4,1018.3,13.1,367.0
2015-01-03,6,34.5,1033.9,11.1,379.0
2015-01-04,0,48.6,1015.4,15.5,227.0
2015-01-05,1,44.0,1012.9,16.3,394.0
2015-01-06,2,20.8,1025.2,10.3,203.0
2015-01-07,3,22.6,1011.8,12.1,432.0
2015-01-08,4,13.1,1022.7,14.8,478.0
2015-01-09,5,35.2,1018.1,21.0,361.0
2015-01-10,6,26.9,1025.0,10.2,396.0
2015-01-11,0,27.1,1035.5,8.8,251.0
2015-01-12,1,40.9,1028.3,6.3,472.0
2015-01-13,2,32.6,1028.5,16.3,505.0
2015-01-14,3,32.1,1031.2,9.6,406.0
2015-01-15,4,35.8,1015.5,14.1,454.0
2015-01-16,5,34.5,1008.6,14.9,458.0
2015-01-17,6,20.2,1023.6,13.3,392.0
2015-01-18,0,40.0,1021.4,13.4,99.0
2015-01-19,1,41.7,1005.0,13.5,334.0
2015-01-20,2,35.7,1009.5,13.1,392.0
2015-01-21,3,32.3,1018.1,7.9,416.0
2015-01-22,4,35.5,1021.0,8.4,417.0
2015-01-23,5,31.6,1022.8,10.4,344.0
2015-01-24,6,38.5,1003.3,12.4,353.0
2015-01-25,0,36.5,1000.4,16.0,333.0
2015-01-26,1,31.2,1015.7,12.7,401.0
2015-01-27,2,30.2,993.7,39.3,0.0
2015-01-28,3,21.6,1009.6,16.6,377.0
2015-01-29,4,29.2,1022.9,8.5,411.0
2015-01-30,5,35.1,1012.2,8.1,503.0
2015-01-31,6,24.5,1006.9,20.3,427.0
2015-02-01,0,24.8,1018.4,16.8,295.0
2015-02-02,1,33.1,1014.4,12.8,144.0
2015-02-03,2,21.0,1016.9,17.6,349.0
2015-02-04,3,28.1,1024.9,7.6,478.0
2015-02-05,4,34.1,1012.6,12.9,394.0
2015-02-06,5,16.8,1018.5,15.8,386.0
2015-02-07,6,27.4,1019.2,10.3,369.0
2015-02-08,0,34.5,1015.9,6.0,325.0
2015-02-09,1,37.1,1014.1,14.9,455.0
2015-02-10,2,36.4,1013.9,21.1,460.0
2015-02-11,3,32.6,1014.0,23.9,411.0
2015-02-12,4,31.0,1009.5,9.5,435.0
2015-02-13,5,21.8,1010.9,16.2,411.0
2015-02-14,6,20.6,1016.8,8.4,351.0
2015-02-15,0,25.7,996.7,19.6,364.0
2015-02-16,1,10.7,1010.9,22.7,328.0
2015-02-17,2,21.7,1014.9,7.7,491.0
2015-02-18,3,30.6,1010.4,8.8,502.0
2015-02-19,4,27.0,1003.6,11.0,414.0
2015-02-20,5,14.1,1013.5,18.8,357.0
2015-02-21,6,21.9,1031.6,8.5,425.0
2015-02-22,0,36.0,1021.6,7.7,428.0
2015-02-23,1,29.4,1020.2,8.9,440.0
2015-02-24,2,14.3,1024.1,11.9,318.0
2015-02-25,3,29.9,1009.4,12.4,0.0
2015-02-26,4,28.0,1014.9,12.0,0.0
2015-02-27,5,24.2,1023.7,9.3,364.0
2015-02-28,6,22.2,1037.3,7.2,444.0
2015-03-01,0,23.1,1037.5,5.1,548.0
2015-03-02,1,33.4,1016.1,10.9,533.0
2015-03-03,2,27.0,1026.1,10.8,541.0
2015-03-04,3,36.1,1009.2,14.8,501.0
2015-03-05,4,32.7,1014.8,10.0,121.0
2015-03-06,5,22.7,1028.3,11.7,0.0
2015-03-07,6,25.0,1023.3,10.9,344.0
2015-03-08,0,33.8,1016.9,8.0,180.0
2015-03-09,1,35.6,1020.1,9.5,547.0
2015-03-10,2,36.5,1025.5,6.0,468.0
2015-03-11,3,42.1,1012.8,12.3,469.0
2015-03-12,4,38.1,1020.9,14.1,469.0
2015-03-13,5,31.1,1034.5,12.3,499.0
2015-03-14,6,38.7,1025.1,10.8,321.0
2015-03-15,0,38.5,1002.5,12.3,277.0
2015-03-16,1,32.9,1011.1,17.1,388.0
2015-03-17,2,38.6,1003.7,10.1,424.0
2015-03-18,3,31.0,1009.0,21.1,437.0
2015-03-19,4,27.6,1020.8,18.3,468.0
2015-03-20,5,30.3,1027.2,6.3,472.0
2015-03-21,6,34.2,1016.6,8.5,311.0
2015-03-22,0,35.1,1011.9,15.7,100.0
2015-03-23,1,27.2,1019.5,14.9,478.0
2015-03-24,2,31.4,1024.7,6.7,482.0
2015-03-25,3,33.6,1028.8,6.7,451.0
2015-03-26,4,42.6,1016.9,12.8,428.0
2015-03-27,5,42.4,1004.3,13.1,426.0
2015-03-28,6,37.4,1005.4,12.7,372.0
2015-03-29,0,34.9,1019.2,10.6,405.0
2015-03-30,1,36.8,1014.8,11.0,450.0
2015-03-31,2,39.4,1008.0,13.6,498.0
2015-04-01,3,37.9,1012.3,11.5,504.0
2015-04-02,4,37.1,1022.3,7.0,358.0
2015-04-03,5,45.0,1012.8,14.6,339.0
2015-04-04,6,47.3,1004.1,13.7,416.0
2015-04-05,0,41.6,1020.4,12.5,159.0
2015-04-06,1,43.2,1026.3,6.8,424.0
2015-04-07,2,44.2,1024.0,9.3,378.0
2015-04-08,3,41.2,1028.3,14.8,297.0
2015-04-09,4,39.4,1024.6,18.7,337.0
2015-04-10,5,43.9,1015.2,9.4,291.0
2015-04-11,6,47.8,1010.9,12.4,458.0
2015-04-12,0,45.0,1022.8,10.1,279.0
2015-04-13,1,45.0,1027.8,9.1,466.0
2015-04-14,2,49.8,1021.3,10.2,443.0
2015-04-15,3,50.6,1019.2,6.9,486.0
2015-04-16,4,46.4,1029.7,8.6,452.0
2015-04-17,5,47.5,1021.5,12.5,317.0
2015-04-18,6,51.9,1012.7,7.7,408.0
2015-04-19,0,46.3,1022.0,11.0,379.0
2015-04-20,1,45.2,1019.6,16.2,510.0
2015-04-21,2,51.5,1004.0,14.3,346.0
2015-04-22,3,49.8,1007.9,8.6,445.0
2015-04-23,4,46.9,1003.6,13.4,490.0
2015-04-24,5,44.0,1006.0,14.6,226.0
2015-04-25,6,43.7,1007.6,12.9,473.0
2015-04-26,0,46.1,1004.6,7.4,288.0
2015-04-27,1,49.0,1001.5,8.9,473.0
2015-04-28,2,46.0,1004.1,15.7,482.0
2015-04-29,3,49.3,1004.5,7.8,384.0
2015-04-30,4,48.1,1009.8,7.8,374.0
2015-05-01,5,43.8,1014.2,13.3,531.0
2015-05-02,6,44.4,1015.4,9.6,413.0
2015-05-03,0,44.5,1019.0,5.3,333.0
2015-05-04,1,52.2,1023.4,8.8,512.0
2015-05-05,2,57.1,1022.4,11.0,501.0
2015-05-06,3,55.3,1023.9,6.8,423.0
2015-05-07,4,55.9,1022.4,7.2,542.0
2015-05-08,5,52.4,1021.8,8.8,383.0
2015-05-09,6,54.3,1026.1,6.4,432.0
2015-05-10,0,57.0,1023.5,8.3,455.0
2015-05-11,1,57.9,1020.7,11.1,528.0
2015-05-12,2,58.3,1012.5,11.3,544.0
2015-05-13,3,59.5,1012.4,12.2,534.0
2015-05-14,4,54.0,1025.2,6.9,530.0
2015-05-15,5,54.4,1025.7,9.7,394.0
2015-05-16,6,55.5,1023.7,7.5,357.0
2015-05-17,0,63.1,1020.3,9.1,437.0
2015-05-18,1,53.9,1023.2,9.4,471.0
2015-05-19,2,51.4,1015.7,8.6,477.0
2015-05-20,3,58.8,1007.7,11.2,532.0
2015-05-21,4,54.8,1014.1,7.7,491.0
2015-05-22,5,53.8,1011.7,9.2,313.0
2015-05-23,6,54.8,1023.4,15.0,433.0
2015-05-24,0,56.5,1026.6,15.5,118.0
2015-05-25,1,58.9,1025.6,11.4,118.0
2015-05-26,2,61.1,1024.1,14.4,555.0
2015-05-27,3,62.4,1023.8,13.4,559.0
2015-05-28,4,62.4,1023.0,11.7,549.0
2015-05-29,5,65.4,1024.6,5.7,151.0
2015-05-30,6,63.3,1023.5,8.5,451.0
2015-05-31,0,64.7,1019.8,11.2,332.0
2015-06-01,1,55.9,1021.5,12.7,389.0
2015-06-02,2,53.4,1019.5,13.7,527.0
2015-06-03,3,53.0,1022.7,13.9,381.0
2015-06-04,4,52.2,1025.5,7.9,459.0
2015-06-05,5,53.1,1021.2,7.3,549.0
2015-06-06,6,58.0,1012.6,11.5,484.0
2015-06-07,0,59.5,1020.5,7.7,439.0
2015-06-08,1,59.6,1018.6,10.6,509.0
2015-06-09,2,64.0,1010.5,14.2,521.0
2015-06-10,3,65.2,1010.9,8.8,540.0
2015-06-11,4,64.6,1012.3,11.8,351.0
2015-06-12,5,67.0,1014.4,6.8,121.0
2015-06-13,6,68.0,1012.6,10.9,0.0
2015-06-14,0,66.9,1017.2,8.9,458.0
2015-06-15,1,57.8,1019.2,9.9,334.0
2015-06-16,2,64.2,1012.8,7.1,483.0
2015-06-17,3,64.8,1017.3,14.5,576.0
2015-06-18,4,59.1,1019.3,3.9,497.0
2015-06-19,5,65.6,1013.2,7.4,587.0
2015-06-20,6,62.0,1018.8,9.0,303.0
2015-06-21,0,64.9,1014.6,11.3,304.0
2015-06-22,1,67.1,1012.0,6.2,320.0
2015-06-23,2,65.5,1013.9,10.2,552.0
2015-06-24,3,70.8,1011.9,9.4,534.0
2015-06-25,4,68.7,1015.5,7.4,547.0
2015-06-26,5,66.0,1014.8,7.9,446.0
2015-06-27,6,61.5,1020.4,8.4,490.0
2015-06-28,0,64.4,1010.4,13.0,430.0
2015-06-29,1,64.3,1010.8,9.7,528.0
2015-06-30,2,67.1,1015.7,7.1,505.0
2015-07-01,3,65.5,1011.8,10.4,406.0
2015-07-02,4,68.7,1011.7,7.0,464.0
2015-07-03,5,68.3,1013.2,5.8,434.0
2015-07-04,6,62.9,1015.2,6.2,0.0
2015-07-05,0,65.8,1017.5,8.2,305.0
2015-07-06,1,69.2,1021.3,8.2,484.0
2015-07-07,2,68.1,1019.7,8.2,528.0
2015-07-08,3,70.6,1014.3,9.8,502.0
2015-07-09,4,69.1,1014.2,9.8,461.0
2015-07-10,5,65.2,1011.8,7.9,577.0
2015-07-11,6,71.8,1015.9,8.4,462.0
2015-07-12,0,71.5,1016.1,9.3,372.0
2015-07-13,1,70.9,1013.8,5.3,542.0
2015-07-14,2,67.4,1008.6,9.2,446.0
2015-07-15,3,72.3,1004.1,4.5,501.0
2015-07-16,4,67.3,1013.9,16.6,540.0
2015-07-17,5,64.9,1019.1,6.0,531.0
2015-07-18,6,67.8,1017.0,9.7,466.0
2015-07-19,0,71.4,1011.9,9.0,442.0
2015-07-20,1,73.4,1005.9,9.3,223.0
2015-07-21,2,72.6,1003.7,5.4,499.0
2015-07-22,3,73.7,1003.6,9.2,513.0
2015-07-23,4,71.9,1010.4,8.3,514.0
2015-07-24,5,71.7,1012.2,7.5,402.0
2015-07-25,6,68.5,1015.0,4.4,142.0
2015-07-26,0,65.8,1017.5,8.5,433.0
2015-07-27,1,71.1,1017.3,8.3,508.0
2015-07-28,2,72.4,1016.2,7.2,531.0
2015-07-29,3,76.0,1014.2,6.8,502.0
2015-07-30,4,74.2,1012.2,9.7,383.0
2015-07-31,5,76.7,1009.5,8.5,159.0
2015-08-01,6,73.4,1008.9,9.2,373.0
2015-08-02,0,75.9,1011.7,7.8,445.0
2015-08-03,1,74.0,1012.1,8.9,458.0
2015-08-04,2,75.0,1011.3,10.4,532.0
2015-08-05,3,74.5,1011.2,7.8,177.0
2015-08-06,4,73.5,1012.4,9.3,515.0
2015-08-07,5,71.2,1013.1,7.4,338.0
2015-08-08,6,69.7,1013.8,11.8,422.0
2015-08-09,0,67.0,1014.6,13.1,298.0
2015-08-10,1,66.9,1017.6,6.6,503.0
2015-08-11,2,67.9,1015.0,12.0,494.0
2015-08-12,3,71.9,1008.9,7.9,509.0
2015-08-13,4,71.1,1014.7,5.2,588.0
2015-08-14,5,70.4,1020.3,4.8,224.0
2015-08-15,6,71.8,1020.0,6.7,461.0
2015-08-16,0,74.3,1019.1,8.5,431.0
2015-08-17,1,74.1,1018.5,8.0,480.0
2015-08-18,2,74.5,1017.7,8.8,512.0
2015-08-19,3,73.9,1018.9,5.4,488.0
2015-08-20,4,73.4,1018.9,9.7,491.0
2015-08-21,5,73.6,1017.0,9.7,398.0
2015-08-22,6,73.9,1017.2,6.0,468.0
2015-08-23,0,73.4,1015.3,7.6,200.0
2015-08-24,1,71.7,1013.1,5.4,489.0
2015-08-25,2,72.8,1012.4,7.4,432.0
2015-08-26,3,73.8,1012.5,7.4,355.0
2015-08-27,4,72.3,1014.9,8.5,495.0
2015-08-28,5,71.4,1019.4,6.6,417.0
2015-08-29,6,70.3,1021.8,7.0,328.0
2015-08-30,0,72.6,1018.9,8.5,457.0
2015-08-31,1,74.8,1015.3,11.2,496.0
2015-09-01,2,74.6,1015.8,8.3,517.0
2015-09-02,3,66.0,1017.1,5.3,514.0
2015-09-03,4,74.5,1011.5,6.0,541.0
2015-09-04,5,70.6,1019.1,12.0,515.0
2015-09-05,6,66.8,1024.6,9.3,365.0
2015-09-06,0,66.6,1023.5,4.7,327.0
2015-09-07,1,73.0,1019.0,11.9,241.0
2015-09-08,2,76.4,1015.8,13.5,380.0
2015-09-09,3,75.8,1013.9,10.3,419.0
2015-09-10,4,73.8,1011.3,5.6,581.0
2015-09-11,5,68.6,1005.8,12.6,325.0
2015-09-12,6,67.7,1011.0,8.8,458.0
2015-09-13,0,68.2,1008.0,8.4,395.0
2015-09-14,1,67.6,1013.1,14.5,475.0
2015-09-15,2,70.8,1022.7,10.1,474.0
2015-09-16,3,72.8,1024.8,6.2,240.0
2015-09-17,4,69.3,1020.7,5.9,588.0
2015-09-18,5,70.1,1017.8,6.4,405.0
2015-09-19,6,70.4,1015.3,5.2,541.0
2015-09-20,0,70.7,1014.1,8.9,452.0
2015-09-21,1,63.9,1020.3,17.3,511.0
2015-09-22,2,63.5,1024.6,10.4,467.0
2015-09-23,3,62.4,1023.3,9.8,156.0
2015-09-24,4,61.5,1024.2,9.2,502.0
2015-09-25,5,61.2,1027.9,10.3,469.0
2015-09-26,6,59.4,1030.1,11.4,463.0
2015-09-27,0,59.4,1031.1,7.0,358.0
2015-09-28,1,66.8,1025.3,6.7,489.0
2015-09-29,2,69.3,1020.1,7.8,348.0
2015-09-30,3,70.5,1012.7,15.5,492.0
2015-10-01,4,59.7,1015.2,21.4,555.0
2015-10-02,5,56.0,1020.6,22.5,246.0
2015-10-03,6,55.5,1026.0,22.1,451.0
2015-10-04,0,56.2,1026.5,19.2,389.0
2015-10-05,1,58.6,1020.4,17.1,484.0
2015-10-06,2,59.4,1015.3,10.5,506.0
2015-10-07,3,57.0,1014.1,5.4,548.0
2015-10-08,4,59.8,1018.1,8.2,562.0
2015-10-09,5,58.9,1016.3,10.9,588.0
2015-10-10,6,59.2,1016.0,13.1,441.0
2015-10-11,0,56.0,1015.6,8.1,454.0
2015-10-12,1,60.2,1011.2,7.6,264.0
2015-10-13,2,64.4,1003.5,8.3,570.0
2015-10-14,3,63.8,1004.5,11.2,531.0
2015-10-15,4,57.1,1012.2,10.4,551.0
2015-10-16,5,60.1,1013.5,11.7,556.0
2015-10-17,6,52.7,1015.4,8.2,459.0
2015-10-18,0,46.1,1020.6,13.7,454.0
2015-10-19,1,42.8,1027.3,12.6,538.0
2015-10-20,2,58.2,1022.8,21.3,392.0
2015-10-21,3,62.7,1024.6,8.7,585.0
2015-10-22,4,60.5,1022.9,9.7,544.0
2015-10-23,5,56.2,1019.2,15.4,430.0
2015-10-24,6,51.5,1027.1,9.4,187.0
2015-10-25,0,57.0,1020.6,6.9,424.0
2015-10-26,1,52.3,1026.0,12.9,504.0
2015-10-27,2,46.7,1034.1,5.9,513.0
2015-10-28,3,53.8,1030.4,13.2,547.0
2015-10-29,4,63.2,1005.5,17.6,226.0
2015-10-30,5,57.4,1008.2,11.1,548.0
2015-10-31,6,48.9,1020.4,5.7,0.0
2015-11-01,0,57.0,1016.1,8.7,94.0
2015-11-02,1,58.3,1016.1,7.8,497.0
2015-11-03,2,54.4,1020.7,6.4,536.0
2015-11-04,3,57.0,1026.2,7.4,458.0
2015-11-05,4,58.9,1025.8,7.6,548.0
2015-11-06,5,62.3,1020.6,11.3,491.0
2015-11-07,6,61.4,1013.4,10.9,406.0
2015-11-08,0,53.2,1021.8,11.0,351.0
2015-11-09,1,51.4,1029.7,7.9,508.0
2015-11-10,2,55.8,1023.4,7.9,606.0
2015-11-11,3,56.1,1005.8,20.5,434.0
2015-11-12,4,52.5,1011.3,11.5,525.0
2015-11-13,5,58.3,1000.3,16.9,565.0
2015-11-14,6,49.0,1009.4,18.7,495.0
2015-11-15,0,47.6,1020.3,14.3,397.0
2015-11-16,1,54.0,1020.4,8.3,494.0
2015-11-17,2,45.3,1030.8,11.9,562.0
2015-11-18,3,42.9,1034.9,3.2,505.0
2015-11-19,4,50.4,1028.9,11.8,80.0
2015-11-20,5,57.0,1017.7,13.6,0.0
2015-11-21,6,48.8,1021.5,14.3,476.0
2015-11-22,0,50.1,1015.0,6.6,260.0
2015-11-23,1,45.2,1010.0,17.4,577.0
2015-11-24,2,37.5,1024.6,11.7,573.0
2015-11-25,3,39.6,1038.6,4.3,569.0
