date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,BRONX,BROOKLYN,MANHATTAN,QUEENS,STATEN ISLAND,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2012-07-01,83.6,63,1008.9,9.7,4.1,9.9,18.1,93,66,0,,0,43,140,122,117,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-02,80.3,54.1,1011.6,10,3.8,15,,88,66.9,0,,0,72,146,122,107,30,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-03,79.8,56.7,1012.8,10,2.9,12,,88,63,0,,0,75,176,155,154,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-07-04,81.8,65.6,1009.1,9.2,3.6,11.1,,91,68,0.06,,0,53,104,71,108,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-07-05,86.7,64.3,1007.4,9.4,3.8,15,,93.9,70,,,0,62,158,114,141,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-07-06,81.9,62.3,1011.7,10,3.1,9.9,,91,66.9,0,,0,60,143,154,152,41,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-07,84.9,65.9,1010.1,9.5,3.1,14,17.1,95,70,0,,0,53,117,106,114,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-08,80.6,65.5,1010.1,8.5,3.1,8,15.9,90,70,0.59,,0,52,127,73,110,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-09,78.5,56.8,1012.7,10,3.5,9.9,,84,68,0.09,,0,59,124,110,133,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-10,76.5,56.3,1016,10,3.4,9.9,,86,61,0,,0,45,138,133,109,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-07-11,77.1,62,1019.9,10,1.9,7,,84,64.9,0,,0,58,150,117,128,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-07-12,77.4,60.2,1021.7,10,2.3,7,,88,57,0,,0,55,164,138,104,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-07-13,78.9,60.7,1021.8,9.9,3,7,,87.1,63,0,,0,70,155,134,118,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-14,78.5,62.7,1021.6,10,3.5,13,19,82,68,0,,1,58,130,114,113,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-15,79.7,68.6,1018.3,9.1,2.8,13,,87.1,70,0,,0,50,122,112,101,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-16,79,67.9,1011.5,9.2,4,14,22,91,70,0.26,,0,53,156,114,116,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-17,84.6,63.3,1009.3,9.4,3.5,9.9,18.1,93.9,70,0,,0,59,152,142,159,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-07-18,85.3,69.1,1008.9,7.2,3.7,13,20,100,73,0,,1,68,118,131,123,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-07-19,73.3,67.2,1013.2,7.5,3.4,15,18.1,75.9,68,1.76,,0,39,112,128,126,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-07-20,67.2,62.8,1014.9,7.4,6.5,13,21,73.9,61,0.17,,0,53,129,155,157,31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-21,68.1,58.5,1018.3,9.8,4.1,12,,77,57.9,0.43,,0,58,107,126,136,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-22,72.5,59.4,1020.3,10,2,8,,82,54,0,,0,51,137,105,118,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-23,76,67.2,1016.9,8.9,3,13,,86,64,0,,0,51,137,113,114,19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-24,80.3,67.3,1005.4,8.1,6,15,18.1,90,70,0.15,,0,61,129,146,115,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-07-25,76.5,53.5,1009.7,10,4.2,19,,84.9,66.9,0,,0,74,150,141,132,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-07-26,78,62.4,1007,8.9,4.3,13,29.9,87.1,66.9,0,,1,55,131,164,141,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-07-27,76.6,69.3,1007,9.1,4.4,14,,87.1,70,0.6,,0,57,149,153,147,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-28,75.5,69.6,1012.2,7,3.9,8,15.9,84,68,0,,1,60,115,120,125,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-29,71.7,66.1,1015.1,9.4,3.2,12,15.9,79,66.9,0.18,,0,45,68,87,92,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-30,73.1,65.1,1018.6,10,2.2,8.9,,79,64.9,0.01,,0,48,145,128,121,21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-31,73.4,64.3,1016.7,10,3.8,14,,80.1,60.1,0,,0,53,131,123,111,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-01,72.2,68.4,1012.4,7.8,2.5,9.9,,78.1,66.9,0.55,,1,70,119,132,148,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-08-02,75,68.4,1011.3,6.2,2.7,11.1,,87.1,66.2,0.11,,1,57,140,126,116,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-03,77.9,70.8,1015.3,6,4.4,13,18.1,89.1,69.1,0,,1,76,134,134,126,29,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-08-04,77.9,71.7,1021.1,5.7,4.1,11.1,18.1,90,71.1,0,,1,66,119,133,130,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-05,78.1,72.4,1019.7,5.8,6.1,15,22.9,91,69.1,0,,1,58,125,106,118,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-08-06,77.3,66.9,1015.7,8.9,5.5,15,22,86,71.1,0.49,,0,58,172,119,126,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-07,75.2,58.1,1015.7,10,1.2,9.9,,82.9,63,0.01,,0,54,138,127,114,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-08,77.8,67.1,1014.7,8.8,1.1,8,,86,64,0,,0,52,148,123,117,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-08-09,78.2,69.6,1013.6,9.3,2.3,7,15,88,61,0,,0,55,148,129,126,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-10,75.3,71.3,1011.6,7.6,5.4,20,23.9,79,66.2,0,,1,79,124,149,148,39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-08-11,77.7,71.5,1010.2,7.8,6.9,16.9,28,87.1,71.1,1.1,,0,61,130,115,100,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-12,77.8,65.4,1012.5,8.7,5.7,22,29.9,84.9,69.8,0.62,,0,49,112,113,136,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-08-13,76.3,61.2,1014.6,9.2,4.3,13,,86,69.1,0.05,,0,60,136,90,109,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-14,76,62.6,1014,9.6,2.3,9.9,,81,69.1,0,,0,37,127,136,115,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-15,73.6,68.9,1011.5,6.5,3.5,9.9,,81,66.2,0.01,,1,50,150,132,138,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-08-16,74,64.3,1011.9,6.7,3.1,13,15,84.9,66,0.15,,1,55,151,148,129,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-17,77.9,60.7,1010.6,9.5,3.3,15,17.1,88,69.1,0,,0,58,144,134,113,31,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-08-18,69.8,63.7,1011.3,8.4,4.1,9.9,,78.1,62.6,0.01,,0,62,127,126,116,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-19,68.7,55,1014.2,10,1.3,12,,75,62.1,0.23,,0,56,113,98,109,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-08-20,71.4,56.7,1012.5,10,0.8,9.9,,78.1,64,0,,0,45,147,95,102,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-21,72.8,57.2,1015.5,10,2.5,12,,81,60.8,0,,0,46,122,109,103,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-22,73.8,60.3,1019.6,9.8,1.7,8,,80.1,61,0,,0,51,119,110,122,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-08-23,74.7,61.7,1020.4,8.9,2,8.9,,84,62.6,0,,0,52,138,147,102,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-24,77.3,60.9,1020.7,9.3,2,7,,87.1,66,0,,0,74,132,141,117,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-08-25,75.7,65.2,1023.6,7.3,3.2,13,18.1,84,62.6,0.01,,1,57,115,97,117,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-26,73.9,62.4,1025.2,10,4.6,8.9,15,82.9,60.8,0,,0,51,116,97,93,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-08-27,71.9,66.3,1019.7,8.6,2.7,8.9,18.1,81,55.4,0.01,,1,47,149,94,130,42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-28,77.9,67.4,1011.5,9,6,15.9,22.9,86,69.8,0.75,,0,74,166,109,118,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-29,73.3,53.2,1014,10,4.7,15,21,79,64.4,0.01,,0,51,124,124,143,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-08-30,72,49.4,1017.6,10,2.5,15.9,20,82,57.2,0,,0,55,152,138,121,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-31,78.7,56.1,1016.3,9.9,3.9,20,27,90,68,0,,0,70,163,167,150,45,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-09-01,81.6,61.3,1014.6,9.9,4.7,16.9,22.9,90,62.6,0,,0,57,147,96,109,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012-09-02,75.4,65.9,1017.7,9.8,3.2,11.1,,80.1,62.1,0,,0,41,120,85,92,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-09-03,73.8,65.1,1019.8,10,4.5,14,,79,55.4,0,,0,33,137,62,79,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012-09-04,72.6,68.4,1016.8,8.8,4.7,15.9,,79,60.8,0.02,,0,60,145,127,149,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-09-05,75.2,71.5,1009.7,6.7,5.4,16.9,22.9,80.1,71.1,0.13,,0,57,157,135,139,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012-09-06,73.2,65.3,1011.3,9.7,2.3,12,,79,62.6,0.59,,0,59,137,134,125,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-09-07,77,67.8,1012.2,8.7,2.7,8,,86,64.4,0,,0,67,152,172,150,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2012-09-08,75.3,69.6,1007.5,8.8,5.8,15.9,28.9,81,69.1,0,,1,55,159,125,136,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012-09-09,68.4,57.3,1009.6,9.5,3,16.9,21,75.9,60.8,0.04,,0,50,122,109,94,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-09-10,65.4,49.1,1014.3,10,5.7,20,26,71.1,55.4,0.16,,0,66,164,127,142,42,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012-09-11,62.8,41.8,1022.9,10,3.1,18.1,26,72,54,0,,0,63,142,111,107,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-09-12,68.5,49.7,1026.5,10,2.1,9.9,,80.1,55,0,,0,55,168,143,160,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012-09-13,70.4,54.8,1027.4,10,3.2,9.9,,80.1,62.1,0,,0,63,144,141,155,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-09-14,70.5,57.7,1023.4,9.7,2.3,9.9,,80.1,55.4,0,,0,75,134,131,156,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2012-09-15,67.2,54.1,1019.1,10,5.1,14,20,72,60.1,0.01,,0,58,118,139,128,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012-09-16,65.1,46.5,1018.9,10,1.9,13,20,73,53.6,0,,0,45,103,98,115,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-09-17,66.5,48,1018.3,10,2.2,7,,77,48.2,0,,0,45,96,123,94,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012-09-18,70.6,64.8,1011.8,7.6,5.5,19,27,75.2,57.2,0.11,,1,69,131,138,111,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-09-19,66.7,56.1,1015.2,7.6,6.3,21,27,73,57,0.68,,0,64,137,139,149,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012-09-20,61,48.3,1021.5,10,4.6,15.9,22.9,68,55,0.04,,0,45,114,130,115,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-09-21,64.7,53.7,1018.9,10,4.7,16.9,22,73,51.8,0,,0,64,157,145,144,46,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2012-09-22,66.3,60.6,1012.6,8.1,5.6,15,20,75.9,60.1,0.01,,0,55,110,145,127,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012-09-23,63.8,50.3,1015.4,9,6.4,12,15.9,72,55.4,0.22,,0,47,109,104,112,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-09-24,59,40.4,1020,10,3.3,12,20,66.2,53.1,0,,0,61,151,119,135,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012-09-25,62,43.4,1021,10,4.9,15,15.9,72,46,0,,0,60,161,137,126,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2012-09-26,67.7,56.8,1018.7,10,4.3,14,,75.9,62.6,0,,0,35,71,108,95,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012-09-27,69,60.4,1019.4,8.7,1.8,16.9,20,73.9,55.4,0.01,,0,55,155,144,140,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012-09-28,65.2,61.8,1019.8,5.9,5.1,15.9,22.9,69.1,51.8,0.25,,1,75,177,143,149,44,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2012-09-29,62.4,58.8,1013,7.6,3.9,14,21,68,57,0.37,,1,66,100,113,124,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012-09-30,60.5,52.5,1010,9.5,3.9,14,20,68,55.9,0.75,,0,40,102,104,100,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012-10-01,60.6,46.8,1011.2,10,4.7,23.9,33,70,53.1,0.46,,0,60,131,109,128,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-10-02,63.7,54.2,1015.5,7.3,2.4,9.9,,70,60.1,0,,0,52,140,142,141,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012-10-03,65.6,64.3,1016.6,1.5,3.5,9.9,,73,62.6,0.45,,1,63,109,117,106,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012-10-04,68.6,66.2,1019,2.9,2.2,13,,73.4,62.6,0.01,,1,58,139,112,122,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-10-05,67.8,59.7,1016.7,8.4,3.3,9.9,,78.1,60.8,0,,0,75,156,158,150,47,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-10-06,66.1,57.9,1010.5,7,5.2,15,21,75,57,0.01,,1,57,94,123,119,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-10-07,52.5,42.3,1017.4,9.3,2,16.9,23.9,66.2,48,0.04,,0,51,123,100,113,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-10-08,49.9,42.9,1022.9,9,3.5,15.9,23.9,55.9,44.1,0.2,,0,34,98,82,85,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-10-09,53.8,48.5,1022.3,8.5,5.6,18.1,26,57.2,50,0.46,,0,48,157,121,123,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012-10-10,58.2,53.8,1013.5,7.5,5.2,15.9,22.9,64.9,53.1,0.03,,0,75,163,124,143,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012-10-11,53.4,35.3,1018.9,10,5.5,20,28.9,62.6,46.9,0.02,,0,74,152,153,151,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-10-12,51.2,35.9,1021.1,10,5.3,19,25.1,62.6,48,0,,0,55,129,139,137,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-10-13,45.2,25.9,1030.8,10,3.1,20,27,52,37.9,0,,0,52,122,133,130,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-10-14,58.7,45.9,1021.9,10,5,20,26,69.1,44.6,0,,0,52,129,119,98,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-10-15,65.3,57.8,1009.5,9.4,4.5,20,26,71.1,61,0,,0,56,150,132,147,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-10-16,55.8,42.5,1007.4,9.9,5.8,15.9,25.1,64,50,0.12,,0,64,148,118,132,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012-10-17,51.9,38,1014.3,10,1.3,11.1,,60.1,44.1,0,,0,58,147,124,137,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012-10-18,56.8,46.7,1016.1,9.7,3.1,9.9,15.9,64.9,42.8,0,,0,56,137,153,139,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-10-19,63.2,61.1,1010.9,6.1,5.2,18.1,23.9,66,55,0.25,,1,69,179,168,175,58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-10-20,62.7,58.6,1006.5,5,6.3,18.1,22,69.1,57.9,0.13,,1,52,146,148,148,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-10-21,56.5,39,1012.9,10,5,18.1,23.9,64,48.9,0,,0,55,99,75,110,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-10-22,57.8,40.1,1017.4,10,4.3,20,26,66,48.9,0,,0,75,164,118,120,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-10-23,59,44.9,1018.7,9.7,2.2,14,,64,53.1,0,,0,52,147,106,114,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012-10-24,57.1,53.5,1019.9,6.4,4.1,9.9,,59,51.8,0.07,,0,50,132,102,100,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012-10-25,58,51.3,1023.9,10,3,8.9,,61,43,0,,0,48,133,126,106,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2012-10-26,60.8,53.4,1022.6,10,1.5,7,,64.9,39.2,0,,0,69,144,135,120,29,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2012-10-27,61.9,53.9,1017,9.6,4.3,12,16.9,64.9,42.8,0,,0,60,120,122,108,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012-10-28,57.7,50,1010.8,9.6,11.9,22,32.1,61,53.6,0,,0,58,107,69,83,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012-10-29,56.9,53.1,994,6.1,18.7,35.9,52.1,64.4,54,0.03,,0,33,84,65,72,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012-10-30,53.9,48.9,989,8.1,8.9,22,46,64.4,50,1.97,,0,41,107,79,77,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012-10-31,49.7,43.2,999.6,8.6,5.5,14,17.1,60.8,45,0.06,,0,45,143,122,136,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012-11-01,47.7,37.4,1001.8,10,6,19,23.9,57.2,43,0.04,,0,47,121,72,115,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012-11-02,48.2,36,1003.4,10,5.2,13,25.1,53.6,46,0,,0,37,80,66,93,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-03,44.7,30.1,1009.4,10,7.6,15,25.1,51.8,42.1,0.01,,0,25,78,52,89,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-04,43.2,29.6,1014.1,10,6.1,15,22,51.8,39,0,,0,41,85,67,82,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-05,42.3,27.3,1016.3,10,5.5,19,23.9,48.2,37.9,0,,0,53,135,86,106,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-06,36.6,17.4,1022,10,4.8,14,18.1,45,32,0.07,,0,43,133,104,108,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2012-11-07,37.1,27.1,1014.6,7.3,10.1,42,55.9,48.2,30.9,0,,1,81,194,130,162,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2012-11-08,41.2,35.1,1006.4,5.1,15.2,41,59.1,55.9,30.2,2.45,,0,75,129,95,132,39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012-11-09,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,59,176,160,142,48,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-10,48,35,1025,7.9,2,14,20,54,41,0,,0,44,118,85,114,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-11,54.7,45.1,1030.8,7,1.6,9.9,,63,37.4,0,,0,59,133,99,125,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-12,56.7,50.2,1029.8,7.4,2.9,9.9,17.1,64.9,48,0,,1,35,150,118,133,30,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-13,52.4,47.5,1024.6,8.8,6.1,25.1,29.9,62.6,44.1,0.06,,0,52,170,145,136,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2012-11-14,42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,,0,54,162,134,131,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2012-11-15,40.4,25,1029.7,10,5.3,21,27,48.2,36,0,,0,54,148,121,137,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012-11-16,41.9,29.5,1026.4,9.7,5.8,15,,48.2,37.9,0,,0,72,170,136,154,34,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-17,43.6,27.9,1034.8,10,4.7,16.9,22,51.1,39,0,,0,45,134,133,122,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-18,43.2,31,1037.2,9.8,5.5,14,21,48.9,34,0,,0,39,122,80,114,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-19,43,34.8,1032.3,10,6.3,16.9,22.9,53.6,37.9,0,,0,58,141,119,146,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-20,44.4,32.8,1022.1,10,3.6,14,19,51.8,39.9,0,,0,54,161,155,147,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2012-11-21,46.5,32.7,1021.7,10,4.2,16.9,22,53.6,41,0,,0,62,177,139,167,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2012-11-22,47.3,36.2,1023.4,10,3.4,15.9,,54,42.1,0,,0,48,88,62,103,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012-11-23,48.3,40.8,1016.5,8.9,3.4,8.9,,54,39.2,0,,1,51,125,67,117,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2012-11-24,44.1,27.7,1006.8,9.5,7.6,20,30.9,53.1,37.9,0.01,,1,46,113,91,122,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2012-11-25,36.6,17.2,1011.6,10,7.1,22.9,30.9,41,33.1,0,,0,35,107,88,117,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012-11-26,40.3,19.7,1017.3,10,4.9,16.9,23.9,46.9,36,0,,0,63,149,112,132,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012-11-27,38.7,27.2,1024.2,7,4.4,9.9,,44.6,33.8,0,,0,43,165,128,142,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2012-11-28,37.5,28.8,1022.7,9.3,7.1,21,28,44.6,34,0.59,,0,62,110,111,115,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
