date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,BRONX,BROOKLYN,MANHATTAN,QUEENS,STATEN ISLAND,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2016-01-17,40.2,32.3,1007.3,9.2,7.7,12,18.1,51.1,36,0.77,,0,56,105,87,101,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-18,34.4,24.9,1002.2,8.8,15.3,27,35,44.1,26.1,0.45,,0,57,151,69,108,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-19,25.5,4.8,1007.1,10,21.7,27,38.1,37.9,21.9,0.02,,0,76,174,130,160,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-20,29.4,11.2,1014.4,10,18.9,27,36.9,37,21.9,0,,0,66,156,124,158,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-21,30.9,10.8,1015.8,10,14.5,20,27,37,25,0,,0,65,183,151,156,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-22,28,11.8,1020.4,10,13.1,22,29.9,35.1,21.9,0,,0,71,178,142,163,36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-23,34.6,25.4,1014.3,6.1,17.5,32.1,52.1,37.9,21.9,0,,1,51,110,61,124,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-24,34.5,27.9,1005.7,6.3,25.6,36.9,49,37.9,33.1,0.37,,0,78,115,56,163,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-01-25,33.5,21.2,1021.4,10,6.5,8.9,,37.9,30,0.02,,0,61,183,113,190,30,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-01-26,42.2,36.4,1021.5,9.1,11.1,17.1,,48.2,28.9,0,,0,88,181,125,218,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-01-27,43,36.7,1014,7.5,9.4,15,,48,36,0,,0,82,168,123,163,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-01-28,35,24.4,1016.1,10,4.3,8.9,,46,23,0.09,,0,77,171,122,164,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-01-29,41.3,36.8,999.4,10,5.9,9.9,,45,23,0,,0,80,175,126,149,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-01-30,37.8,27.3,1011,10,11.6,15,22.9,45,34,0,,0,63,126,128,146,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-01-31,45,39,1014.8,8.6,12.5,17.1,24.1,50,34,0,,0,57,154,84,132,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-01,47.6,43.1,1009.6,6.9,11.8,15.9,22,52,43,0,,0,79,194,122,181,32,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-02-02,43.2,32.2,1021.5,10,6.5,14,,52,34,0.07,,0,68,196,144,176,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-02-03,42.6,37.8,1025.6,9.5,11.9,21,,51.1,30.9,0,,0,66,172,113,131,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-02-04,51.6,49.4,1015.2,3.1,13,21,28,54,35.1,0.75,,1,66,159,123,140,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-02-05,40.8,38.4,1012.4,3.5,17.9,31.1,44.1,54,32,1.44,,1,60,146,130,155,36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-06,32.3,23.3,1026.1,9.9,12.1,28,35,45,28,1.05,,0,68,136,118,126,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-07,38.7,30.1,1022.3,10,6.7,12,,44.1,28,0,,0,46,117,74,109,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-08,36.4,31.4,1009,3.8,25.8,38.1,49.9,44.1,32,0.15,,1,55,134,102,111,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-02-09,33.1,27.8,1003.6,8.1,11.5,21,28,42.1,30.9,0.06,,0,63,153,115,140,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-02-10,33.5,28,1002.2,9.1,4.2,8.9,,37.9,28,0,,0,60,137,120,121,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-02-11,31.5,21.3,1005.7,9.5,11.2,21,31.1,37.9,23,0.01,,0,65,163,140,150,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-02-12,19.3,4.2,1019.2,10,14,24.1,35.9,36,15.1,0,,0,65,153,146,147,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-13,23.5,11.8,1011.5,7.4,12.2,24.1,29.9,27,12.9,0,,0,57,118,104,103,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-14,5.8,-6.7,1024.1,8.5,16.3,22.9,36.9,27,-2,0,,0,27,82,84,66,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-15,18.6,7,1034.4,9.3,6,18.1,,35.6,8.1,0,,0,31,89,55,56,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-02-16,44.5,41.7,1018.9,4.8,18.5,26,38.1,50,36,0.02,,1,90,151,119,155,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-02-17,41.5,35.8,1011.9,6.2,12,17.1,22,50,35.1,1.02,,1,55,126,144,119,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-02-18,36,23.1,1023.3,10,12.5,18.1,25.1,44.1,32,0,,0,67,151,123,130,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-02-19,34.7,21.7,1031.3,10,10.7,18.1,24.1,39.9,32,0,,0,52,118,148,117,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-20,42.8,36.4,1018.4,8.8,12.5,15.9,21,48.9,32,0.03,,0,52,133,123,142,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-21,46.8,38.5,1010.7,8.4,11.2,14,,54,39,0,,0,51,137,106,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-22,41.8,31.7,1017.1,10,9.2,15.9,22.9,54,32,0.07,,0,76,133,117,158,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-02-23,36.5,26.3,1028.2,10,9.9,15.9,22.9,45,28.9,0.04,,0,74,142,151,130,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-02-24,46.9,43.7,1020,6,12.7,17.1,22.9,53.6,41,0.03,,0,57,162,156,146,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-02-25,51,47.1,995.4,4.2,20.9,29.9,38.1,57.2,45,0.18,,1,83,168,129,153,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-02-26,40.2,23.9,1001.8,9.5,20.8,29.9,36.9,57,35.1,0.04,,0,48,97,116,110,27,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-02-27,30.7,11.4,1016.4,10,11.6,21,27,42.1,25,0,,0,49,112,62,94,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-02-28,42.8,31.7,1013.4,10,16.6,21,27,48.9,25,0,,0,64,135,100,109,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-02-29,47.8,40.9,1006.4,7.2,17,21,27,54,39.9,0,,0,69,151,98,156,31,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-03-01,43.2,29,1016.6,9.3,12.1,17.1,22.9,54,39,0,,0,76,176,132,141,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-03-02,45.7,38.8,1008.2,6.8,18.2,25.1,31.1,52,37,0.15,,0,59,150,130,180,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-03-03,29.9,11.8,1019.2,10,12.2,19,28.9,36,25,0.14,,0,68,171,129,144,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-03-04,33.9,26.2,1021.7,6.9,8.5,24.1,33,39,25,0,,0,74,171,150,157,19,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-03-05,34.8,22.6,1017.4,9.1,20.8,32.1,42,39,30,0.37,,0,80,130,125,141,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-03-06,33.2,18.7,1024.3,10,3.1,8,,41,23,0,,0,65,121,95,125,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-03-07,36.8,26.1,1023.5,9.9,9,18.1,,46,23,0,,0,48,165,106,135,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-03-08,44.4,36.5,1019.8,8.8,8.5,13,,51.1,26.1,0,,0,72,159,126,149,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-03-09,46.4,41.8,1020.9,8,9.4,14,,55,37.9,0,,0,85,171,119,153,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-03-10,49.6,43.8,1014.8,7.6,10.9,15.9,,62.1,41,0,,0,65,179,117,136,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-03-11,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,,1,77,169,133,141,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-03-12,41.2,35.4,1024,8.8,6.6,14,,55,30.9,0.02,,0,77,133,143,152,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-03-13,50.1,35.2,1015.2,10,11.8,15.9,22.9,57.9,30.9,0,,0,36,115,106,100,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-03-14,43.8,33.8,1022.8,9.5,12.3,20,28.9,46,41,0,,0,93,157,134,137,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-03-15,48.3,45.7,1010.6,3.4,17.3,25.1,35,54,41,0.57,,1,63,151,132,162,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-03-16,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43,0.18,,1,69,167,142,152,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-03-17,45.4,42.5,1008.2,5.9,8.5,15,,48.9,42.8,0.01,,0,64,133,141,154,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-03-18,47,37,1006.7,9.9,12.3,20,29.9,54,39,0,,0,69,152,132,173,37,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-03-19,40,21.4,1016,10,10,15,20,54,35.1,0,,0,70,132,117,138,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-03-20,37.2,22.6,1019.8,10,11.3,19,22.9,43,32,0,,0,56,135,91,107,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-03-21,37.4,32,1008.7,7.3,16,22,31.1,43,34,0.35,,0,82,182,106,141,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-03-22,40.8,23.9,1015.9,10,16,22,28,45,35.1,0.01,,0,72,170,135,144,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-03-23,48.6,40.2,1015.8,8.5,13.5,18.1,25.1,53.1,43,0,,0,79,148,137,146,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-03-24,45.1,38.1,1020.2,9.6,11.3,15.9,24.1,54,42.1,0,,0,83,146,135,162,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-03-25,50.8,48.5,1011,2.7,10.8,19,25.1,55.9,42.1,0,,1,59,155,111,133,25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-03-26,44.8,37.6,1022.2,9.3,15.1,21,28.9,55.9,36,0.9,,1,72,130,113,140,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-03-27,40,32.8,1028.8,9.8,5.4,9.9,,46.9,37,0,,0,64,123,78,125,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-03-28,45.1,41.4,1008.2,5.9,11.8,18.1,26,55,37,0.02,,1,80,190,112,154,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-03-29,48.6,34.9,1003.4,9.7,19.6,25.1,35,55,41,0.44,,1,77,173,138,164,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-03-30,43.4,24.8,1023.9,10,13.2,21,27,55,37.9,0,,0,68,169,126,168,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-03-31,51,44.6,1019.5,8.7,13.1,17.1,,59,37.9,0,,0,65,174,137,154,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-04-01,54.8,52.5,1007,2.2,18.2,29.9,39,59,46,0.01,,1,96,180,148,152,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-02,50.4,47.7,1000,5,8.5,18.1,25.1,59,46,0.79,,1,79,144,126,145,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-03,41.7,32.9,1000.2,8.3,17.5,35.9,51.1,53.1,33.1,1.12,,0,73,146,124,159,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-04,36.5,22.1,1015.4,8.2,10.3,20,29.9,46.9,30.9,0.07,,0,84,178,137,162,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-05,35.1,23.5,1019.3,9.8,19.5,28,34,45,30.9,0,,0,87,165,151,152,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-06,37,15.3,1026.7,10,10.7,19,26,44.1,28.9,0,,0,77,175,132,147,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-07,50.9,44.8,1013.6,7.6,21.9,32.1,40,57,32,,,0,82,167,116,153,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-08,49.7,43.2,1001.5,7.3,15.9,29.9,46,57,44.1,0.44,,0,90,166,120,191,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-09,41.8,25.1,1007.5,10,9.7,14,21,53.1,35.1,0,,0,66,136,116,150,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-10,40.6,23.9,1019.2,10,15.7,22,28.9,48,35.1,0,,0,76,138,90,120,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-11,47.8,38.9,1026,9.9,12.8,17.1,,55,35.1,0,,0,90,181,116,130,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-12,52.5,48.6,1018.9,6.4,13.6,18.1,,57.9,44.1,0,,0,87,163,113,162,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-13,46.7,34.2,1025.8,9.8,12.9,18.1,27,57.9,37.9,0.13,,0,82,169,128,159,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-14,44,32.4,1026.1,10,15.8,26,33,52,35.1,0,,0,65,196,128,161,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-15,46.4,28.4,1027.7,10,17.6,26,35,53.1,39.9,0,,0,81,189,163,153,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-16,44.3,33.2,1028.2,10,22.9,28.9,38.1,46.9,42.8,0,,0,100,172,130,173,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-17,45.8,36.5,1027.9,10,15.4,22.9,29.9,52,42.1,0,,0,79,163,102,122,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-18,49.5,35.9,1022.5,10,6,12,,64,37,0,,0,103,215,119,151,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-19,46.9,40,1016,9.8,7.9,20,,64,37.9,0,,0,99,212,150,151,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-20,47.3,33.8,1020.5,10,11.7,24.1,28,55,37.9,0.01,,0,92,178,131,180,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-21,49.6,39,1020.5,10,13.4,20,27,59,39,0,,0,89,171,146,165,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-22,55.4,48.4,1013.8,8.7,10.2,15.9,,72,44.1,0,,1,82,164,173,201,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-23,53.4,49.8,1009,5.6,9.3,19,26,72,50,0.13,,1,101,169,117,161,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-24,49.1,31.2,1014.6,10,13.4,21,27,60.1,44.1,0.26,,0,66,106,74,115,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-25,48.4,36.3,1017.1,10,9.2,14,,55,37,0,,0,65,141,95,110,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-26,46.8,42.8,1010.4,9,9.4,18.1,25.1,55,39.9,0.07,,0,65,123,103,117,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-27,45,36.9,1011.9,10,7.8,12,,51.1,41,0.24,,0,67,139,99,113,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-28,47.7,34.1,1015.8,10,10.1,15,,54,41,0,,0,73,128,109,99,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-29,46.1,33.9,1020.4,10,9.4,14,19,54,42.1,0,,0,72,121,116,124,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-30,47.3,33.1,1022.4,10,8.7,17.1,22,54,37,0,,0,76,161,123,133,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-01,45.2,36.3,1024,9.7,6.1,13,,55,37,0,,0,59,130,93,120,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-02,51.3,48,1015.7,4.9,10.6,15.9,,55.9,37,0.22,,1,55,168,146,137,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-03,48.2,45,1011.7,8.2,9,14,,54,46.4,0.04,,0,88,191,138,166,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-04,47.3,43.5,1009.6,7.9,12.8,26,29.9,50,45,0.71,,0,76,184,120,161,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-05,45.5,43.9,1003.7,5.9,21.5,26,35,50,45,0.52,,0,74,175,129,156,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-06,48.5,43.5,1006.6,9.4,16.5,27,36.9,53.1,44.1,0.93,,0,102,201,146,205,27,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-07,52.5,48.8,1008.9,5.1,8.1,14,21,66,44.1,0,,1,92,156,100,171,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-08,48.5,46.1,1005.4,2.9,9.6,14,,66,45,0,,1,98,158,96,168,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-09,54,40.6,1013.2,10,13.8,22.9,29.9,61,45,0.01,,0,111,168,122,165,41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-10,51.9,38.2,1020.6,10,9,17.1,,61,39.9,0,,0,92,189,113,158,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-11,55.6,42.2,1020.2,10,7.6,12,,66,39.9,0,,0,102,193,158,159,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-12,55.2,45.5,1020,9.4,4.4,8.9,,68,42.1,0,,0,111,190,162,199,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-13,55.5,51.7,1014.8,6.6,8.3,14,,68,42.1,0,,1,107,201,169,196,45,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-14,59.4,54,1006.2,6.9,8.1,12,,70,45,0.1,,1,96,132,131,162,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-15,55.7,46.4,1004,8.9,16.3,24.1,35.9,70,52,0.09,,0,69,125,119,139,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-16,50.8,31.4,1012.1,10,19.8,28.9,36.9,60.1,46,0,,0,109,216,155,171,43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-17,55,44.5,1019.8,10,11.9,18.1,24.1,63,46,0,,0,88,162,155,155,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-18,55.5,45.2,1019.6,10,11,21,27,63,48,0.06,,0,84,188,168,170,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-19,53.9,44.5,1019.1,10,6.7,12,15,63,45,0.05,,0,96,171,182,167,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-20,56.4,47.9,1021.7,10,6.6,12,,70,46,0,,0,121,191,173,191,49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-21,55.7,48.8,1021,9.7,6.5,9.9,,70,46,0,,0,73,147,132,153,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-22,56.3,52.2,1009.8,9,14.2,21,28.9,62.1,46.9,0.07,,0,85,149,111,168,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-23,59.4,50.3,1011.9,10,9.6,15.9,,72,52,0.03,,0,98,196,128,157,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-24,54.6,52,1011.7,4.4,10.7,15.9,18.1,72,51.1,0,,1,101,194,138,185,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-25,57.9,53.4,1015.7,7.7,8.7,14,,64,51.1,0.01,,0,104,208,157,171,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-26,65.7,53.9,1018.1,9.7,7.7,15,21,78.1,54,0,,0,113,182,160,184,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-27,60,55.8,1020,6.5,8.2,12,,78.1,55.9,0,,1,107,219,174,190,31,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-28,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68,55.9,0,,0,101,172,101,175,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-29,64.6,58.2,1021.1,10,7.7,13,,75,59,0,,0,74,161,91,167,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-30,62.4,60.5,1017,2,9,17.1,22,75,59,0.01,,1,81,124,75,129,26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-31,62.8,60.6,1014.4,4.9,10.1,19,24.1,70,60.1,0.03,,1,101,222,146,212,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-06-01,64,56.4,1018.2,7.6,9.1,15.9,22,73,57,0.05,,1,107,205,156,203,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-02,55.7,53.5,1021.8,6.8,9.3,13,15,73,52,0.01,,1,85,184,127,191,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-06-03,58.4,55.9,1018.3,7.8,6.7,9.9,,64.4,55,0,,0,96,206,151,184,34,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-04,60.2,58,1015.6,4.2,5.3,9.9,,73.9,54,0,,1,98,173,126,162,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-05,58.4,56.9,1012.4,3.4,10.3,19,26,73.9,54,0,,1,74,121,99,122,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-06,62.9,61.1,1004.2,3.9,12.3,22,32.1,69.1,55,1.79,,1,97,224,141,200,40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-07,61.2,59.8,1002.7,3.8,8.7,14,,69.1,59,0,,1,86,193,145,189,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-06-08,61.7,55.2,998.6,8.4,12.6,22,28,66.9,57.9,0,,1,93,183,173,204,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-09,59.9,46.7,1003.8,10,16.7,22,32.1,68,54,0.01,,0,64,176,153,156,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-06-10,59.2,45.1,1011.3,10,10.6,17.1,22.9,68,53.1,0,,0,106,215,151,196,40,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-11,58.1,53.3,1014.9,9.8,9.6,17.1,20,64,53.1,0,,0,72,148,117,141,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-12,66,56,1001.7,7.3,12.5,19,31.1,81,55,0.06,,0,88,154,103,130,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-13,61.5,47.2,1004.4,10,13.3,22,28,81,54,0,,0,77,130,129,179,46,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-14,62.2,50,1008.3,10,12.9,18.1,26,72,54,0,,0,90,170,128,162,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-06-15,63.7,55,1011.7,10,8.9,14,,73.9,55,0,,0,82,202,156,143,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-16,65.2,56.3,1009.1,10,6.6,14,21,73.9,55,0,,0,75,174,150,159,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
