date,temp,slp,wdsp,gust,BRONX,BROOKLYN,MANHATTAN,QUEENS,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2014-04-02,39.3,1019.1,5.6,,0.23333333333333334,0.45161290322580644,0.5344827586206896,0.34782608695652173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-04-03,40.9,1018.5,8.4,20.0,0.9333333333333333,0.5806451612903226,0.603448275862069,0.7391304347826086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-04-04,40.0,1019.1,7.7,20.0,0.6666666666666666,0.967741935483871,0.6379310344827587,0.6304347826086957,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-05,44.8,1008.7,13.8,25.1,0.4666666666666667,0.8064516129032258,0.5517241379310345,0.5869565217391305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-04-06,41.1,1017.6,12.5,22.9,0.13333333333333333,0.2903225806451613,0.3793103448275862,0.13043478260869565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-04-07,42.0,1022.6,7.4,22.0,0.23333333333333334,0.6612903225806451,,0.5652173913043478,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-04-08,47.7,1003.5,14.7,29.9,0.9,0.8225806451612904,0.7413793103448276,0.6521739130434783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-04-09,46.8,1002.5,10.0,22.9,,0.8225806451612904,0.3448275862068966,0.6739130434782609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-04-10,41.6,1019.5,8.8,,0.36666666666666664,,1.0,0.9130434782608695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-04-11,48.0,1017.8,13.4,21.0,,0.6290322580645161,,0.5217391304347826,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-12,50.1,1019.1,8.6,,0.6666666666666666,0.3064516129032258,0.41379310344827586,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-04-13,47.0,1023.8,8.8,20.0,0.5,0.1774193548387097,0.13793103448275862,0.32608695652173914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-04-14,52.2,1019.3,14.4,22.9,0.3,0.4838709677419355,0.27586206896551724,0.17391304347826086,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-04-15,52.6,1013.3,16.0,32.1,0.0,0.0,0.1896551724137931,0.2608695652173913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-04-16,42.9,1021.9,19.2,46.0,1.0,0.5,0.5689655172413793,0.2826086956521739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-04-17,37.5,1037.9,15.2,28.9,0.4,0.08064516129032258,0.603448275862069,0.06521739130434782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-04-18,40.4,1032.7,9.1,21.0,0.43333333333333335,0.3548387096774194,0.20689655172413793,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-19,45.7,1023.5,5.9,18.1,0.9333333333333333,0.08064516129032258,0.3103448275862069,0.6086956521739131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-04-20,44.2,1030.4,9.2,21.0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-04-21,43.1,1022.3,6.2,,0.5333333333333333,0.1774193548387097,0.0,0.8478260869565217,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-04-22,49.5,1007.7,5.6,,0.2,,0.1896551724137931,0.2608695652173913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-04-23,49.5,998.0,8.6,29.9,,0.3709677419354839,0.8103448275862069,0.5217391304347826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-04-24,49.6,1002.9,19.1,34.0,0.3333333333333333,0.6935483870967742,,0.45652173913043476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-04-25,49.0,1013.4,10.5,22.9,0.6666666666666666,0.8387096774193549,0.896551724137931,0.6086956521739131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-04-26,44.9,1009.1,12.2,26.0,0.5,0.22580645161290322,0.5689655172413793,0.9782608695652174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-04-27,42.4,1012.5,4.8,17.1,0.06666666666666667,0.016129032258064516,0.05172413793103448,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-04-28,46.5,1016.1,13.7,24.1,0.7,,0.3620689655172414,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-04-29,44.2,1028.1,16.5,28.0,0.36666666666666664,0.2903225806451613,0.5517241379310345,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-04-30,43.5,1030.7,12.3,24.1,0.9333333333333333,1.0,,0.9565217391304348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-05-01,50.3,1016.6,13.3,24.1,,,0.6274509803921569,0.4444444444444444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-02,51.9,1006.4,10.2,,,0.52,0.8235294117647058,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014-05-03,50.9,1010.3,6.4,,0.3333333333333333,0.26,0.8627450980392157,0.37037037037037035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014-05-04,51.4,1005.1,12.8,28.0,0.041666666666666664,,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2014-05-05,53.7,1005.8,10.2,22.9,0.5416666666666666,1.0,0.37254901960784315,0.7962962962962963,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-06,52.2,1011.1,5.7,,0.4583333333333333,0.3,0.5882352941176471,0.12962962962962962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014-05-07,51.6,1019.8,6.8,,0.9166666666666666,0.26,0.9411764705882353,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014-05-08,52.0,1022.3,7.5,,0.2916666666666667,0.38,0.6470588235294118,0.6481481481481481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-09,51.5,1022.6,6.7,,0.7916666666666666,0.38,0.45098039215686275,0.42592592592592593,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014-05-10,54.8,1015.2,11.1,20.0,0.4583333333333333,,0.43137254901960786,0.8888888888888888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014-05-11,58.3,1013.2,12.6,24.1,0.20833333333333334,0.26,0.1568627450980392,0.9814814814814815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2014-05-12,57.8,1018.5,9.1,17.1,0.2916666666666667,0.5,0.9019607843137255,0.2962962962962963,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-13,51.8,1022.0,14.1,28.0,,0.34,0.43137254901960786,0.09259259259259259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014-05-14,51.2,1026.5,9.8,,0.375,0.68,,0.5555555555555556,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014-05-15,57.8,1026.0,9.6,20.0,0.7916666666666666,0.88,0.9215686274509803,0.5925925925925926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-16,58.3,1021.6,11.8,22.0,0.9583333333333334,0.86,1.0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014-05-17,57.7,1016.0,12.5,25.1,0.6666666666666666,0.5,0.7450980392156863,0.42592592592592593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014-05-18,56.5,1017.6,8.5,20.0,0.2916666666666667,0.0,0.35294117647058826,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2014-05-19,56.9,1016.9,9.0,22.0,0.375,0.28,0.3137254901960784,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-20,56.4,1015.4,10.4,28.9,0.7083333333333334,,0.7450980392156863,0.5370370370370371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014-05-21,56.3,1014.9,6.0,,0.2916666666666667,0.18,0.6666666666666666,0.24074074074074073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014-05-22,50.3,1013.1,6.0,,,0.56,0.8235294117647058,0.35185185185185186,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-23,54.9,1012.4,7.3,15.9,0.9583333333333334,0.42,0.9607843137254902,0.8333333333333334,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014-05-24,54.6,1014.2,15.0,29.9,0.7083333333333334,,0.0784313725490196,0.16666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014-05-25,53.7,1018.2,5.4,,0.5833333333333334,0.16,,0.1111111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2014-05-26,56.7,1015.3,10.3,19.0,0.0,0.18,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-27,61.1,1011.0,10.0,20.0,1.0,0.44,0.6274509803921569,0.6666666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2014-05-28,51.1,1012.8,15.2,32.1,0.7083333333333334,0.22,0.27450980392156865,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2014-05-29,52.0,1021.9,11.2,22.9,0.5833333333333334,0.92,,0.7037037037037037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-30,49.7,1019.4,5.7,,,0.36,0.9803921568627451,0.9814814814814815,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2014-05-31,53.9,1019.1,12.4,33.0,0.75,0.54,0.5882352941176471,0.4444444444444444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014-06-01,58.4,1024.8,11.0,22.0,0.4482758620689655,0.40625,0.43283582089552236,0.23255813953488372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-06-02,57.4,1022.9,6.8,,0.6896551724137931,1.0,0.19402985074626866,0.6976744186046512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014-06-03,58.2,1016.6,8.8,,0.3448275862068966,0.953125,0.6417910447761194,0.8372093023255814,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014-06-04,55.2,1011.4,8.3,,0.3448275862068966,,0.5373134328358209,0.3488372093023256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-06-05,60.0,1006.3,7.1,35.0,0.3448275862068966,0.4375,0.4626865671641791,0.16279069767441862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-06,61.3,1007.8,10.0,21.0,0.4482758620689655,0.875,,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014-06-07,65.6,1012.5,8.6,,0.3793103448275862,0.453125,0.5074626865671642,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2014-06-08,64.9,1013.2,4.8,,0.034482758620689655,0.25,0.1044776119402985,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-06-09,61.2,1015.2,5.6,,,0.25,0.208955223880597,0.18604651162790697,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014-06-10,63.8,1015.8,5.6,,,0.609375,0.26865671641791045,0.32558139534883723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014-06-11,61.2,1019.6,11.3,21.0,0.06896551724137931,0.15625,0.6119402985074627,0.16279069767441862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-06-12,61.0,1019.7,13.4,26.0,0.27586206896551724,0.25,0.3880597014925373,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-13,61.7,1013.7,14.4,24.1,0.8620689655172413,0.765625,,0.7674418604651163,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014-06-14,66.5,1009.7,5.7,,,0.53125,0.34328358208955223,0.3488372093023256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2014-06-15,66.1,1013.9,10.9,19.0,0.20689655172413793,0.484375,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-06-16,65.2,1018.6,7.5,20.0,0.3103448275862069,0.46875,0.44776119402985076,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014-06-17,62.5,1019.0,8.2,,0.5172413793103449,,0.6716417910447762,0.5116279069767442,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014-06-18,71.6,1010.8,10.1,26.0,0.6206896551724138,0.765625,0.8059701492537313,0.46511627906976744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-06-19,67.3,1013.6,6.5,,0.5517241379310345,0.8125,0.7164179104477612,0.46511627906976744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-20,64.6,1013.2,6.0,,,,1.0,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014-06-21,59.9,1013.9,5.1,,0.7586206896551724,0.109375,0.0,0.7441860465116279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2014-06-22,63.2,1014.6,6.0,,0.1724137931034483,0.0,,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-06-23,62.1,1019.7,4.1,,1.0,0.828125,0.2537313432835821,0.4418604651162791,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014-06-24,60.0,1022.0,5.3,,0.7241379310344828,0.765625,0.5522388059701493,0.5813953488372093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014-06-25,66.8,1017.0,8.3,,0.7241379310344828,0.703125,0.43283582089552236,0.7209302325581395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014-06-26,66.7,1011.7,10.2,25.1,0.6551724137931034,0.84375,0.6268656716417911,0.7209302325581395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014-06-27,63.9,1018.0,13.6,34.0,0.6551724137931034,0.53125,0.7014925373134329,0.813953488372093,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2014-06-28,62.2,1024.1,4.8,,0.7241379310344828,0.390625,0.44776119402985076,0.7674418604651163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2014-06-29,64.7,1024.0,5.0,,0.3793103448275862,,0.2835820895522388,0.3953488372093023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-06-30,67.3,1019.0,8.0,,0.0,0.46875,0.6716417910447762,0.5813953488372093,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2014-07-01,68.6,1014.4,9.1,18.1,1.0,,0.4864864864864865,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-02,69.0,1014.4,10.2,20.0,0.6086956521739131,1.0,1.0,0.8571428571428571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-07-03,69.1,1015.3,8.5,,,,0.8783783783783784,0.9761904761904762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-04,69.9,1012.5,9.8,36.9,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-05,67.0,1012.9,21.2,52.1,0.8260869565217391,0.5636363636363636,0.0,0.19047619047619047,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-06,68.2,1016.4,14.1,26.0,0.0,,0.08108108108108109,0.42857142857142855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-07,68.6,1012.8,13.9,22.0,,0.8,0.5675675675675675,0.9523809523809523,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-07-08,69.5,1010.5,11.8,20.0,0.391304347826087,0.6727272727272727,0.8243243243243243,0.7857142857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-09,69.4,1012.5,12.3,27.0,0.9565217391304348,0.5636363636363636,0.40540540540540543,0.47619047619047616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-07-10,69.4,1017.9,6.1,25.1,0.391304347826087,0.8363636363636363,0.6756756756756757,0.5714285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-11,69.1,1021.9,4.3,,0.9565217391304348,0.9636363636363636,0.6621621621621622,0.9761904761904762,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-12,65.7,1023.4,4.4,,,0.5636363636363636,0.36486486486486486,0.5238095238095238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-13,68.7,1020.0,9.7,,0.30434782608695654,0.0,0.32432432432432434,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-14,69.7,1014.5,12.0,21.0,0.6086956521739131,0.2727272727272727,0.5540540540540541,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-07-15,71.4,1011.6,13.1,22.0,0.17391304347826086,0.6909090909090909,0.7567567567567568,0.9285714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-16,70.4,1010.6,13.7,22.9,0.782608695652174,0.509090909090909,0.5945945945945946,0.14285714285714285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-07-17,70.4,1013.3,4.5,,0.43478260869565216,0.6545454545454545,,0.5476190476190477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-18,69.6,1020.7,5.0,,0.43478260869565216,0.9272727272727272,0.7972972972972973,0.8809523809523809,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-19,65.0,1024.2,5.0,,,0.05454545454545454,0.3918918918918919,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-20,65.2,1021.3,10.0,18.1,0.08695652173913043,0.23636363636363636,,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-21,65.9,1020.4,12.8,21.0,0.43478260869565216,0.4727272727272727,0.5,0.6666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-07-22,67.1,1020.4,5.4,,0.782608695652174,,0.6756756756756757,0.5238095238095238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-23,69.2,1015.0,9.9,20.0,0.6086956521739131,0.6909090909090909,0.7027027027027027,0.47619047619047616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-07-24,69.6,1009.5,8.5,28.0,0.782608695652174,0.45454545454545453,0.6081081081081081,0.09523809523809523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-25,67.4,1013.4,5.9,,,0.9090909090909091,0.7432432432432432,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-07-26,66.9,1015.8,6.9,,0.9130434782608695,0.4,0.3783783783783784,0.35714285714285715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-07-27,68.6,1011.4,7.6,,0.30434782608695654,0.18181818181818182,0.25675675675675674,0.2619047619047619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-28,69.4,1003.0,10.0,26.0,0.0,0.9272727272727272,0.6756756756756757,0.9285714285714286,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-07-29,68.9,1007.7,10.5,,0.43478260869565216,0.8,0.3783783783783784,0.2857142857142857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-07-30,67.3,1015.5,5.5,,0.34782608695652173,0.7272727272727273,0.7432432432432432,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-07-31,67.7,1019.8,6.3,,0.34782608695652173,0.9818181818181818,,0.7142857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-01,67.5,1023.5,5.3,,0.8888888888888888,,,0.8444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-02,64.3,1022.8,6.5,19.0,0.7777777777777778,0.21739130434782608,0.36363636363636365,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-08-03,66.4,1019.1,5.1,,0.05555555555555555,0.391304347826087,0.05454545454545454,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-04,68.2,1017.7,5.2,,1.0,0.43478260869565216,0.16363636363636364,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-08-05,69.2,1016.2,6.6,,0.16666666666666666,1.0,0.6909090909090909,0.7111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-08-06,70.1,1010.1,4.3,,0.8888888888888888,0.2608695652173913,0.509090909090909,0.4444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-07,69.3,1011.1,6.3,21.0,0.8333333333333334,0.6956521739130435,0.8363636363636363,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-08,66.3,1014.9,7.4,,0.8888888888888888,0.8478260869565217,0.6363636363636364,0.7111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-09,70.4,1017.2,6.4,,0.7222222222222222,0.15217391304347827,0.34545454545454546,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-08-10,69.1,1019.2,4.6,,,0.0,0.18181818181818182,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-11,66.3,1021.1,3.6,,0.16666666666666666,,0.5272727272727272,0.9777777777777777,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-08-12,67.2,1020.2,7.8,,,0.10869565217391304,0.21818181818181817,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-08-13,66.6,1013.0,15.5,28.0,0.9444444444444444,0.717391304347826,0.5272727272727272,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-14,67.8,1008.1,9.7,15.9,,0.9130434782608695,1.0,0.5555555555555556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-15,66.8,1012.2,8.8,20.0,0.8333333333333334,0.0,0.14545454545454545,0.4666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-16,66.3,1015.3,8.2,,0.05555555555555555,0.15217391304347827,0.21818181818181817,0.08888888888888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-08-17,68.3,1011.1,6.8,17.1,,0.45652173913043476,0.01818181818181818,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-18,67.9,1009.6,7.8,20.0,0.8333333333333334,0.9782608695652174,0.5272727272727272,0.8444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-08-19,63.9,1012.6,4.1,,0.5,0.5,0.38181818181818183,0.06666666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-08-20,63.8,1015.5,6.0,,0.6666666666666666,0.17391304347826086,0.43636363636363634,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-21,67.1,1017.5,7.7,,0.3333333333333333,0.3695652173913043,0.7636363636363637,0.24444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-22,63.9,1017.7,7.9,19.0,1.0,0.41304347826086957,0.9454545454545454,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-23,65.6,1017.9,10.8,22.9,0.5,,0.2545454545454545,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-08-24,63.9,1019.4,9.0,22.0,0.0,,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-25,63.3,1020.5,3.8,,0.16666666666666666,0.32608695652173914,0.3090909090909091,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-08-26,63.0,1021.1,3.5,,,0.6086956521739131,0.5818181818181818,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-08-27,67.5,1016.3,7.3,,0.7222222222222222,0.5217391304347826,0.14545454545454545,0.24444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-08-28,71.0,1009.4,8.8,27.0,0.8888888888888888,0.5217391304347826,,0.35555555555555557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-29,67.2,1018.9,10.8,22.0,0.8333333333333334,,0.2,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014-08-30,60.1,1025.5,6.3,,0.7777777777777778,0.6956521739130435,0.0,0.4444444444444444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014-08-31,69.1,1020.7,9.0,18.1,0.5555555555555556,0.5,,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-01,71.5,1015.6,9.3,25.1,,0.11320754716981132,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2014-09-02,71.1,1013.1,6.8,,0.9310344827586207,,0.55,0.5961538461538461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2014-09-03,74.0,1012.3,9.7,22.0,0.7241379310344828,0.2830188679245283,0.55,0.17307692307692307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014-09-04,69.4,1020.5,5.2,,0.8275862068965517,,0.8,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2014-09-05,70.3,1021.3,7.5,,0.4482758620689655,0.5283018867924528,0.875,0.9230769230769231,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
