date,temp,slp,wdsp,gust,BRONX,BROOKLYN,MANHATTAN,QUEENS,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday
2016-03-26,44.8,1022.2,15.1,28.9,0.5925925925925926,0.125,0.3829787234042553,0.3488372093023256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2016-03-27,40.0,1028.8,5.4,,0.2962962962962963,0.0,,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016-03-28,45.1,1008.2,11.8,26.0,0.8888888888888888,,0.3617021276595745,0.6744186046511628,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-03-29,48.6,1003.4,19.6,35.0,0.7777777777777778,0.8928571428571429,0.9148936170212766,0.9069767441860465,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016-03-30,43.4,1023.9,13.2,27.0,0.4444444444444444,0.8214285714285714,0.6595744680851063,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2016-03-31,51.0,1019.5,13.1,,0.3333333333333333,0.9107142857142857,0.8936170212765957,0.6744186046511628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-04-01,54.8,1007.0,18.2,39.0,0.8823529411764706,0.7808219178082192,0.9464285714285714,0.582089552238806,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-02,50.4,1000.0,8.5,25.1,0.38235294117647056,0.2876712328767123,0.5535714285714286,0.47761194029850745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-03,41.7,1000.2,17.5,51.1,0.20588235294117646,0.3150684931506849,0.5178571428571429,0.6865671641791045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-04,36.5,1015.4,10.3,29.9,0.5294117647058824,0.7534246575342466,0.75,0.7313432835820896,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-05,35.1,1019.3,19.5,34.0,0.6176470588235294,0.5753424657534246,1.0,0.582089552238806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-06,37.0,1026.7,10.7,26.0,0.3235294117647059,0.7123287671232876,0.6607142857142857,0.5074626865671642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-07,50.9,1013.6,21.9,40.0,0.47058823529411764,0.6027397260273972,0.375,0.5970149253731343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-08,49.7,1001.5,15.9,46.0,0.7058823529411765,0.589041095890411,0.44642857142857145,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-09,41.8,1007.5,9.7,21.0,0.0,0.1780821917808219,0.375,0.5522388059701493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-10,40.6,1019.2,15.7,28.9,0.29411764705882354,0.2054794520547945,,0.1044776119402985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-11,47.8,1026.0,12.8,,0.7058823529411765,0.7945205479452054,0.375,0.2537313432835821,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-12,52.5,1018.9,13.6,,0.6176470588235294,0.547945205479452,0.32142857142857145,0.7313432835820896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-13,46.7,1025.8,12.9,27.0,0.47058823529411764,0.6301369863013698,0.5892857142857143,0.6865671641791045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-14,44.0,1026.1,15.8,33.0,,1.0,0.5892857142857143,0.7164179104477612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-15,46.4,1027.7,17.6,35.0,0.4411764705882353,0.9041095890410958,,0.5970149253731343,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-16,44.3,1028.2,22.9,38.1,1.0,0.6712328767123288,0.625,0.8955223880597015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-17,45.8,1027.9,15.4,29.9,0.38235294117647056,0.547945205479452,0.125,0.13432835820895522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-18,49.5,1022.5,6.0,,,,0.42857142857142855,0.5671641791044776,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-19,46.9,1016.0,7.9,,0.9705882352941176,,0.9821428571428571,0.5671641791044776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-20,47.3,1020.5,11.7,28.0,0.7647058823529411,0.7534246575342466,0.6428571428571429,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-21,49.6,1020.5,13.4,27.0,0.6764705882352942,0.6575342465753424,0.9107142857142857,0.7761194029850746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-22,55.4,1013.8,10.2,,0.47058823529411764,0.5616438356164384,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-23,53.4,1009.0,9.3,26.0,,0.6301369863013698,0.39285714285714285,0.7164179104477612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-04-24,49.1,1014.6,13.4,27.0,0.0,,,0.029850746268656716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-04-25,48.4,1017.1,9.2,,,0.2465753424657534,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-04-26,46.8,1010.4,9.4,25.1,,0.0,0.14285714285714285,0.05970149253731343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-04-27,45.0,1011.9,7.8,,0.029411764705882353,0.2191780821917808,0.07142857142857142,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-04-28,47.7,1015.8,10.1,,0.20588235294117646,0.0684931506849315,0.25,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-04-29,46.1,1020.4,9.4,19.0,0.17647058823529413,,0.375,0.16417910447761194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-04-30,47.3,1022.4,8.7,22.0,0.29411764705882354,0.5205479452054794,0.5,0.29850746268656714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-05-01,45.2,1024.0,6.1,,,0.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-02,51.3,1015.7,10.6,,,0.4418604651162791,0.6625,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-03,48.2,1011.7,9.0,,0.4523809523809524,0.7093023255813954,0.5625,0.46774193548387094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-04,47.3,1009.6,12.8,29.9,0.16666666666666666,0.627906976744186,0.3375,0.3870967741935484,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-05,45.5,1003.7,21.5,35.0,0.11904761904761904,0.5232558139534884,0.45,0.3064516129032258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-06,48.5,1006.6,16.5,36.9,0.7857142857142857,0.8255813953488372,0.6625,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-07,52.5,1008.9,8.1,21.0,0.5476190476190477,0.3023255813953488,0.0875,0.5483870967741935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-08,48.5,1005.4,9.6,,0.6904761904761905,0.32558139534883723,0.0375,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-09,54.0,1013.2,13.8,29.9,1.0,0.4418604651162791,0.3625,0.45161290322580644,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-10,51.9,1020.6,9.0,,0.5476190476190477,0.686046511627907,0.25,0.3387096774193548,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-11,55.6,1020.2,7.6,,0.7857142857142857,0.7325581395348837,0.8125,0.3548387096774194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-12,55.2,1020.0,4.4,,1.0,0.6976744186046512,0.8625,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-13,55.5,1014.8,8.3,,0.9047619047619048,0.8255813953488372,0.95,0.9516129032258065,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-14,59.4,1006.2,8.1,,0.6428571428571429,0.023255813953488372,0.475,0.4032258064516129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-15,55.7,1004.0,16.3,35.9,0.0,,0.325,0.03225806451612903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-16,50.8,1012.1,19.8,36.9,0.9523809523809523,1.0,0.775,0.5483870967741935,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-17,55.0,1019.8,11.9,24.1,0.4523809523809524,0.37209302325581395,0.775,0.2903225806451613,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-18,55.5,1019.6,11.0,27.0,0.35714285714285715,0.6744186046511628,0.9375,0.532258064516129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-19,53.9,1019.1,6.7,15.0,0.6428571428571429,0.47674418604651164,,0.4838709677419355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-20,56.4,1021.7,6.6,,,0.7093023255813954,1.0,0.8709677419354839,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-21,55.7,1021.0,6.5,,0.09523809523809523,0.19767441860465115,0.4875,0.25806451612903225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-22,56.3,1009.8,14.2,28.9,0.38095238095238093,0.22093023255813954,0.225,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-23,59.4,1011.9,9.6,,0.6904761904761905,0.7674418604651163,0.4375,0.3225806451612903,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-24,54.6,1011.7,10.7,18.1,0.7619047619047619,0.7441860465116279,0.5625,0.7741935483870968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-05-25,57.9,1015.7,8.7,,0.8333333333333334,0.9069767441860465,0.8,0.5483870967741935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2016-05-26,65.7,1018.1,7.7,21.0,,0.6046511627906976,0.8375,0.7580645161290323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2016-05-27,60.0,1020.0,8.2,,0.9047619047619048,,,0.8548387096774194,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2016-05-28,62.5,1020.2,11.6,24.1,0.7619047619047619,0.4883720930232558,0.1,0.6129032258064516,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016-05-29,64.6,1021.1,7.7,,0.11904761904761904,0.36046511627906974,,0.4838709677419355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016-05-30,62.4,1017.0,9.0,22.0,0.2857142857142857,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2016-05-31,62.8,1014.4,10.1,24.1,0.7619047619047619,,0.6625,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2016-06-01,64.0,1018.2,9.1,22.0,,0.8904109589041096,1.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-02,55.7,1021.8,9.3,15.0,0.6176470588235294,0.6027397260273972,0.46296296296296297,0.8695652173913043,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-06-03,58.4,1018.3,6.7,,0.9411764705882353,0.9041095890410958,0.9074074074074074,0.7681159420289855,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-04,60.2,1015.6,5.3,,1.0,0.4520547945205479,0.4444444444444444,0.4492753623188406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-05,58.4,1012.4,10.3,26.0,0.29411764705882354,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-06,62.9,1004.2,12.3,32.1,0.9705882352941176,,0.7222222222222222,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-07,61.2,1002.7,8.7,,0.6470588235294118,0.726027397260274,0.7962962962962963,0.8405797101449275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-06-08,61.7,998.6,12.6,28.0,0.8529411764705882,0.589041095890411,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-09,59.9,1003.8,16.7,32.1,0.0,0.4931506849315068,0.9444444444444444,0.36231884057971014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-06-10,59.2,1011.3,10.6,22.9,,,0.9074074074074074,0.9420289855072463,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-11,58.1,1014.9,9.6,20.0,0.23529411764705882,0.1095890410958904,0.2777777777777778,0.14492753623188406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-12,66.0,1001.7,12.5,31.1,0.7058823529411765,0.1917808219178082,0.018518518518518517,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-13,61.5,1004.4,13.3,28.0,0.38235294117647056,,0.5,0.6956521739130435,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-14,62.2,1008.3,12.9,26.0,0.7647058823529411,0.410958904109589,0.48148148148148145,0.4492753623188406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-06-15,63.7,1011.7,8.9,,0.5294117647058824,0.8493150684931506,1.0,0.17391304347826086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-16,65.2,1009.1,6.6,21.0,0.3235294117647059,0.4657534246575342,0.8888888888888888,0.4057971014492754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-06-17,63.0,1012.4,7.4,,0.8529411764705882,0.863013698630137,0.7777777777777778,0.43478260869565216,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-18,62.6,1021.7,7.3,,0.7647058823529411,0.3835616438356164,0.5,0.463768115942029,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-19,59.9,1027.6,9.8,,,0.0821917808219178,,0.028985507246376812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-20,61.4,1022.8,8.6,,0.7647058823529411,0.7808219178082192,0.6666666666666666,0.6521739130434783,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-21,63.6,1010.5,12.2,27.0,0.47058823529411764,0.4931506849315068,0.46296296296296297,0.391304347826087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-06-22,65.6,1009.3,7.9,21.0,0.35294117647058826,0.7671232876712328,0.7407407407407407,0.7681159420289855,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-23,63.0,1012.3,7.0,,0.4117647058823529,0.6027397260273972,0.5555555555555556,0.13043478260869565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-06-24,65.3,1015.9,7.8,,0.8823529411764706,0.7808219178082192,0.8703703703703703,0.7246376811594203,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016-06-25,62.1,1021.7,8.0,18.1,0.29411764705882354,0.3835616438356164,0.5370370370370371,0.5652173913043478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2016-06-26,60.8,1023.3,5.7,,0.5,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2016-06-27,64.3,1020.6,9.3,,0.7352941176470589,0.3972602739726027,0.7592592592592593,0.2898550724637681,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2016-06-28,66.1,1017.2,8.1,,,0.3972602739726027,0.6481481481481481,0.42028985507246375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2016-06-29,67.2,1012.9,7.5,,0.058823529411764705,0.2328767123287671,0.9074074074074074,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016-06-30,68.9,1014.4,6.4,,0.9117647058823529,1.0,,0.391304347826087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2016-07-01,66.9,1017.1,8.7,,1.0,0.6515151515151515,0.7916666666666666,0.8307692307692308,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-02,69.4,1011.9,11.8,33.0,0.125,0.3484848484848485,0.0,0.5692307692307692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-03,67.2,1017.1,9.6,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-04,68.4,1017.2,11.7,,0.0,0.07575757575757576,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-05,67.1,1009.7,9.2,,0.075,0.7121212121212122,0.34375,0.676923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-07-06,71.8,1009.9,6.5,,0.4,0.6666666666666666,0.375,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-07,68.7,1010.4,5.9,,0.4,0.15151515151515152,0.4791666666666667,0.5230769230769231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-07-08,65.7,1009.2,10.0,27.0,0.025,0.3333333333333333,0.5208333333333334,0.46153846153846156,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-09,61.7,1011.6,10.8,,0.225,0.045454545454545456,0.13541666666666666,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-10,63.0,1010.6,7.7,,,,0.125,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-11,63.1,1016.8,4.9,,0.375,0.21212121212121213,0.3229166666666667,0.49230769230769234,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-12,66.7,1019.1,7.3,,0.6,0.22727272727272727,0.5625,0.7384615384615385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-07-13,67.2,1019.3,9.2,,0.3,0.25757575757575757,0.59375,0.4307692307692308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-14,69.1,1016.0,10.9,22.0,0.725,0.5909090909090909,0.71875,0.6307692307692307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-07-15,70.7,1011.3,9.6,21.0,,0.5909090909090909,,0.9692307692307692,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-16,73.5,1015.4,6.4,,0.4,0.16666666666666666,0.3333333333333333,0.676923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-17,70.6,1019.1,6.6,,0.35,0.3484848484848485,0.0625,0.49230769230769234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-18,71.1,1018.1,10.1,24.1,1.0,0.7121212121212122,0.5208333333333334,0.7692307692307693,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-19,73.8,1015.8,10.1,25.1,0.3,0.7272727272727273,0.6458333333333334,0.8769230769230769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-07-20,68.3,1020.9,6.9,,0.625,0.42424242424242425,0.53125,0.8769230769230769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-21,70.4,1020.2,7.4,,0.425,0.5757575757575758,0.90625,0.9076923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-07-22,72.4,1014.3,13.5,24.1,0.625,,0.6666666666666666,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-23,74.3,1008.6,12.0,29.9,0.475,0.4696969696969697,0.3125,0.676923076923077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-24,73.2,1012.8,8.7,25.1,0.3,0.0,0.17708333333333334,0.8153846153846154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-07-25,71.5,1014.0,8.7,,0.575,0.696969696969697,0.6145833333333334,0.8615384615384616,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-07-26,75.3,1009.6,12.1,22.9,0.6,0.5151515151515151,0.6666666666666666,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-07-27,75.4,1012.4,7.0,,0.5,1.0,,0.6461538461538462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-07-28,72.2,1013.1,7.2,,0.85,,1.0,0.6923076923076923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-07-29,70.8,1011.1,5.8,,0.975,1.0,0.9895833333333334,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-07-30,70.8,1015.0,5.3,,,0.045454545454545456,0.6145833333333334,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-07-31,67.5,1018.4,6.8,,0.375,0.15151515151515152,0.3229166666666667,0.2923076923076923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-01,68.2,1018.3,9.2,,0.15,0.1935483870967742,0.19298245614035087,0.1951219512195122,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-02,66.9,1018.6,8.4,,0.4,0.5806451612903226,0.47368421052631576,0.024390243902439025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-08-03,67.4,1020.7,7.7,,,0.7741935483870968,0.7894736842105263,0.9512195121951219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-08-04,64.2,1021.4,4.6,,0.6,,0.9824561403508771,0.975609756097561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-08-05,65.3,1017.2,5.0,,,0.8064516129032258,0.6491228070175439,0.8292682926829268,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-06,71.3,1009.4,10.7,,0.45,0.24193548387096775,,0.3902439024390244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-07,74.2,1009.0,9.9,,0.2,0.16129032258064516,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-08,71.3,1015.4,6.3,,0.1,0.7096774193548387,0.3157894736842105,0.5365853658536586,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-09,71.5,1021.5,6.6,27.0,0.35,1.0,0.38596491228070173,0.7317073170731707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-08-10,70.6,1023.2,8.6,,0.6,0.04838709677419355,0.6140350877192983,0.3902439024390244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-08-11,73.6,1018.5,11.1,,0.65,0.6290322580645161,0.6842105263157895,0.6585365853658537,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-08-12,74.3,1012.8,12.3,24.1,0.7,0.967741935483871,,0.9024390243902439,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-13,75.9,1012.7,9.2,,0.15,0.43548387096774194,0.2982456140350877,0.7073170731707317,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-14,75.3,1013.5,9.9,19.0,,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-15,77.5,1017.9,8.5,19.0,0.9,0.6612903225806451,0.3508771929824561,0.6097560975609756,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-16,73.1,1022.3,7.9,,0.2,0.5967741935483871,0.6842105263157895,0.9024390243902439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-08-17,76.5,1014.4,14.7,28.0,0.45,0.6129032258064516,1.0,0.3170731707317073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-08-18,71.5,1015.5,6.1,,0.5,0.8709677419354839,0.47368421052631576,0.3902439024390244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-08-19,74.4,1013.3,8.2,,0.65,0.9354838709677419,0.8596491228070176,0.8780487804878049,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-20,69.1,1015.2,8.5,,0.6,,0.6140350877192983,0.1951219512195122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-21,68.3,1014.5,9.0,,,,0.3333333333333333,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-22,73.8,1011.0,10.4,19.0,0.85,0.6290322580645161,0.40350877192982454,0.9512195121951219,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-23,69.0,1023.1,10.4,26.0,0.05,0.7580645161290323,0.49122807017543857,0.7804878048780488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-08-24,70.1,1024.3,8.5,,0.8,0.5483870967741935,0.2982456140350877,0.5609756097560976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-08-25,71.7,1020.5,10.4,,0.65,0.6290322580645161,0.631578947368421,0.8048780487804879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2016-08-26,73.4,1016.1,10.1,,1.0,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016-08-27,74.4,1020.3,8.3,,0.0,0.8709677419354839,0.5087719298245614,0.1951219512195122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016-08-28,67.7,1024.1,5.8,,0.45,0.0,0.22807017543859648,0.3902439024390244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016-08-29,72.5,1019.0,9.5,22.0,0.9,0.6774193548387096,0.5614035087719298,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016-08-30,67.7,1020.0,6.1,,0.65,1.0,0.12280701754385964,0.3902439024390244,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
