date,temp,slp,wdsp,April,August,December,February,January,July,June,March,May,November,October,September,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,collisions
2014-09-22,67.9,1007.0,12.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,530.0
2014-09-23,59.0,1022.8,9.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,475.0
2014-09-24,58.9,1033.3,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,316.0
2014-09-25,59.7,1031.0,8.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,309.0
2014-09-26,63.1,1020.5,15.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,428.0
2014-09-27,63.5,1020.7,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,482.0
2014-09-28,63.3,1020.5,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,400.0
2014-09-29,65.9,1015.5,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,443.0
2014-09-30,63.3,1014.7,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,481.0
2014-10-01,62.4,1014.5,13.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,451.0
2014-10-02,59.9,1016.6,17.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,442.0
2014-10-03,58.5,1016.5,13.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,136.0
2014-10-04,59.4,1007.1,5.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,438.0
2014-10-05,59.6,1006.5,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,403.0
2014-10-06,55.7,1018.6,6.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,515.0
2014-10-07,63.0,1021.1,11.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,491.0
2014-10-08,65.2,1012.5,12.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,414.0
2014-10-09,60.8,1013.8,12.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,247.0
2014-10-10,59.0,1017.8,8.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,424.0
2014-10-11,52.9,1019.0,8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,436.0
2014-10-12,53.3,1022.4,9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,379.0
2014-10-13,50.9,1027.7,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,48.0
2014-10-14,63.2,1025.4,8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,366.0
2014-10-15,64.9,1021.0,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,449.0
2014-10-16,65.0,1013.5,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,467.0
2014-10-17,63.2,1006.5,9.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,369.0
2014-10-18,62.7,1003.7,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,277.0
2014-10-19,56.0,1005.8,10.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,259.0
2014-10-20,49.0,1016.2,11.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,477.0
2014-10-21,57.7,1015.5,10.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,495.0
2014-10-22,57.0,1010.3,12.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,382.0
2014-10-23,59.5,1000.4,10.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,524.0
2014-10-24,54.3,1003.1,15.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,362.0
2014-10-25,54.7,1006.0,10.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,418.0
2014-10-26,57.6,999.7,13.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,312.0
2014-10-27,54.1,1010.0,12.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,505.0
2014-10-28,54.3,1017.5,6.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,459.0
2014-10-29,61.9,1013.1,9.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,446.0
2014-10-30,56.1,1012.9,8.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,364.0
2014-10-31,51.3,1014.8,7.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,549.0
2014-11-01,53.0,1009.0,18.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,308.0
2014-11-02,43.5,1001.3,32.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,433.0
2014-11-03,44.6,1012.6,18.9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,488.0
2014-11-04,52.7,1019.4,6.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,364.0
2014-11-05,57.7,1018.3,11.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,439.0
2014-11-06,53.6,1015.8,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,527.0
2014-11-07,52.5,999.0,11.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,522.0
2014-11-08,43.9,1012.0,13.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,442.0
2014-11-09,53.2,1014.0,9.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,303.0
2014-11-10,48.2,1019.2,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,448.0
2014-11-11,51.0,1020.7,8.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,389.0
2014-11-12,56.5,1012.9,5.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,443.0
2014-11-13,49.8,1015.5,8.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,398.0
2014-11-14,43.7,1012.3,11.1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,518.0
2014-11-15,37.0,1021.7,10.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,420.0
2014-11-16,38.1,1027.1,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,356.0
2014-11-17,52.1,1014.6,9.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,543.0
2014-11-18,48.9,1004.5,17.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,489.0
2014-11-19,33.6,1018.3,14.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,503.0
2014-11-20,45.7,1014.0,16.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,513.0
2014-11-21,36.8,1017.4,15.8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,550.0
2014-11-22,37.1,1028.3,15.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,398.0
2014-11-23,52.6,1021.4,18.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,226.0
2014-11-24,54.8,1014.5,15.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,206.0
2014-11-25,56.7,1014.0,11.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,471.0
2014-11-26,48.0,1018.0,11.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,210.0
2014-11-27,41.8,1008.0,13.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,137.0
2014-11-28,37.0,1015.6,12.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,263.0
2014-11-29,30.9,1025.3,6.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,152.0
2014-11-30,46.1,1024.0,9.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,112.0
2014-12-01,53.2,1019.8,9.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,507.0
2014-12-02,42.5,1033.2,14.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,481.0
2014-12-03,51.2,1022.8,14.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,447.0
2014-12-04,43.1,1025.4,11.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,465.0
2014-12-05,39.3,1034.8,9.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,375.0
2014-12-06,48.9,1026.7,9.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,498.0
2014-12-07,41.9,1027.0,25.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,392.0
2014-12-08,35.4,1035.8,19.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,460.0
2014-12-09,48.7,1019.3,19.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,544.0
2014-12-10,47.9,999.6,8.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445.0
2014-12-11,40.8,1003.0,19.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,552.0
2014-12-12,37.0,1010.7,8.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,392.0
2014-12-13,36.9,1009.8,9.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,476.0
2014-12-14,39.0,1008.6,10.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,357.0
2014-12-15,37.8,1014.5,5.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,204.0
2014-12-16,44.0,1019.7,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,519.0
2014-12-17,48.6,1009.7,8.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,447.0
2014-12-18,42.4,1008.0,14.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,499.0
2014-12-19,37.3,1012.9,9.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,531.0
2014-12-20,38.2,1020.7,8.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,409.0
2014-12-21,41.4,1024.2,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,343.0
2014-12-22,42.9,1026.3,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457.0
2014-12-23,47.4,1022.0,11.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,147.0
2014-12-24,50.7,1015.7,10.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427.0
2014-12-25,53.1,1005.9,15.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.0
2014-12-26,44.8,1018.9,10.4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,339.0
2014-12-27,43.7,1021.8,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,337.0
2014-12-28,47.0,1014.0,10.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
2014-12-29,41.2,1017.9,8.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,299.0
2014-12-30,32.1,1024.3,11.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,383.0
2014-12-31,26.9,1025.3,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,379.0
2015-01-01,31.8,1018.6,13.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,209.0
2015-01-02,40.4,1018.3,13.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,367.0
2015-01-03,34.5,1033.9,11.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,379.0
2015-01-04,48.6,1015.4,15.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,227.0
2015-01-05,44.0,1012.9,16.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,394.0
2015-01-06,20.8,1025.2,10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,203.0
2015-01-07,22.6,1011.8,12.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,432.0
2015-01-08,13.1,1022.7,14.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,478.0
2015-01-09,35.2,1018.1,21.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,361.0
2015-01-10,26.9,1025.0,10.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,396.0
2015-01-11,27.1,1035.5,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,251.0
2015-01-12,40.9,1028.3,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,472.0
2015-01-13,32.6,1028.5,16.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,505.0
2015-01-14,32.1,1031.2,9.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,406.0
2015-01-15,35.8,1015.5,14.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,454.0
2015-01-16,34.5,1008.6,14.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,458.0
2015-01-17,20.2,1023.6,13.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,392.0
2015-01-18,40.0,1021.4,13.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.0
2015-01-19,41.7,1005.0,13.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,334.0
2015-01-20,35.7,1009.5,13.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,392.0
2015-01-21,32.3,1018.1,7.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,416.0
2015-01-22,35.5,1021.0,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,417.0
2015-01-23,31.6,1022.8,10.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,344.0
2015-01-24,38.5,1003.3,12.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,353.0
2015-01-25,36.5,1000.4,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,333.0
2015-01-26,31.2,1015.7,12.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,401.0
2015-01-27,30.2,993.7,39.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
2015-01-28,21.6,1009.6,16.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,377.0
2015-01-29,29.2,1022.9,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,411.0
2015-01-30,35.1,1012.2,8.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,503.0
2015-01-31,24.5,1006.9,20.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,427.0
2015-02-01,24.8,1018.4,16.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,295.0
2015-02-02,33.1,1014.4,12.8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,144.0
2015-02-03,21.0,1016.9,17.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,349.0
2015-02-04,28.1,1024.9,7.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,478.0
2015-02-05,34.1,1012.6,12.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,394.0
2015-02-06,16.8,1018.5,15.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,386.0
2015-02-07,27.4,1019.2,10.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,369.0
2015-02-08,34.5,1015.9,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,325.0
2015-02-09,37.1,1014.1,14.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,455.0
2015-02-10,36.4,1013.9,21.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,460.0
2015-02-11,32.6,1014.0,23.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,411.0
2015-02-12,31.0,1009.5,9.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,435.0
2015-02-13,21.8,1010.9,16.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,411.0
2015-02-14,20.6,1016.8,8.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,351.0
2015-02-15,25.7,996.7,19.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364.0
2015-02-16,10.7,1010.9,22.7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,328.0
2015-02-17,21.7,1014.9,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,491.0
2015-02-18,30.6,1010.4,8.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,502.0
2015-02-19,27.0,1003.6,11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,414.0
2015-02-20,14.1,1013.5,18.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,357.0
2015-02-21,21.9,1031.6,8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,425.0
2015-02-22,36.0,1021.6,7.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,428.0
2015-02-23,29.4,1020.2,8.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,440.0
2015-02-24,14.3,1024.1,11.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,318.0
2015-02-25,29.9,1009.4,12.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2015-02-26,28.0,1014.9,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
2015-02-27,24.2,1023.7,9.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,364.0
2015-02-28,22.2,1037.3,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,444.0
2015-03-01,23.1,1037.5,5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,548.0
2015-03-02,33.4,1016.1,10.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,533.0
2015-03-03,27.0,1026.1,10.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,541.0
2015-03-04,36.1,1009.2,14.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,501.0
2015-03-05,32.7,1014.8,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,121.0
2015-03-06,22.7,1028.3,11.7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
2015-03-07,25.0,1023.3,10.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,344.0
2015-03-08,33.8,1016.9,8.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,180.0
2015-03-09,35.6,1020.1,9.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,547.0
2015-03-10,36.5,1025.5,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,468.0
2015-03-11,42.1,1012.8,12.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,469.0
2015-03-12,38.1,1020.9,14.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,469.0
2015-03-13,31.1,1034.5,12.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,499.0
2015-03-14,38.7,1025.1,10.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,321.0
2015-03-15,38.5,1002.5,12.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,277.0
2015-03-16,32.9,1011.1,17.1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,388.0
2015-03-17,38.6,1003.7,10.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,424.0
2015-03-18,31.0,1009.0,21.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,437.0
2015-03-19,27.6,1020.8,18.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,468.0
2015-03-20,30.3,1027.2,6.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,472.0
2015-03-21,34.2,1016.6,8.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,311.0
2015-03-22,35.1,1011.9,15.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,100.0
2015-03-23,27.2,1019.5,14.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,478.0
2015-03-24,31.4,1024.7,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,482.0
2015-03-25,33.6,1028.8,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,451.0
2015-03-26,42.6,1016.9,12.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,428.0
2015-03-27,42.4,1004.3,13.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,426.0
2015-03-28,37.4,1005.4,12.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,372.0
2015-03-29,34.9,1019.2,10.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,405.0
2015-03-30,36.8,1014.8,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,450.0
2015-03-31,39.4,1008.0,13.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,498.0
2015-04-01,37.9,1012.3,11.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,504.0
2015-04-02,37.1,1022.3,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,358.0
2015-04-03,45.0,1012.8,14.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,339.0
2015-04-04,47.3,1004.1,13.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,416.0
2015-04-05,41.6,1020.4,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159.0
2015-04-06,43.2,1026.3,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,424.0
2015-04-07,44.2,1024.0,9.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,378.0
2015-04-08,41.2,1028.3,14.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,297.0
2015-04-09,39.4,1024.6,18.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337.0
2015-04-10,43.9,1015.2,9.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,291.0
2015-04-11,47.8,1010.9,12.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,458.0
2015-04-12,45.0,1022.8,10.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,279.0
2015-04-13,45.0,1027.8,9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,466.0
2015-04-14,49.8,1021.3,10.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,443.0
2015-04-15,50.6,1019.2,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,486.0
2015-04-16,46.4,1029.7,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,452.0
2015-04-17,47.5,1021.5,12.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,317.0
2015-04-18,51.9,1012.7,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,408.0
2015-04-19,46.3,1022.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,379.0
2015-04-20,45.2,1019.6,16.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,510.0
2015-04-21,51.5,1004.0,14.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,346.0
2015-04-22,49.8,1007.9,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,445.0
2015-04-23,46.9,1003.6,13.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,490.0
2015-04-24,44.0,1006.0,14.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226.0
2015-04-25,43.7,1007.6,12.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,473.0
2015-04-26,46.1,1004.6,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,288.0
2015-04-27,49.0,1001.5,8.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,473.0
2015-04-28,46.0,1004.1,15.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,482.0
2015-04-29,49.3,1004.5,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,384.0
2015-04-30,48.1,1009.8,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,374.0
2015-05-01,43.8,1014.2,13.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,531.0
2015-05-02,44.4,1015.4,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,413.0
2015-05-03,44.5,1019.0,5.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,333.0
